left_tag,right_tag,replicate,r_fixed_column_row_shuffle
S0_set_1,S0_set_2,42,0.024457888795623047
S0_set_1,S0_set_2,43,-0.02426977780505175
S0_set_1,S0_set_2,44,-0.03480896897760794
S0_set_1,S0_set_2,45,0.026284284602317652
S0_set_1,S0_set_2,46,0.0018397983754636928
S0_set_1,S0_set_2,47,-0.030115555803776266
S0_set_1,S0_set_2,48,0.01943630851255859
S0_set_1,S0_set_2,49,-0.021438077078173665
S0_set_1,S0_set_2,50,-0.03191123500322244
S0_set_1,S0_set_2,51,0.01710298209472363
S0_set_1,S0_set_2,52,-0.07681823251781111
S0_set_1,S0_set_2,53,-0.02973142400066977
S0_set_1,S0_set_2,54,-0.011559531836479075
S0_set_1,S0_set_2,55,-0.005693147601955115
S0_set_1,S0_set_2,56,0.009133788863244854
S0_set_1,S0_set_2,57,0.007091654407223939
S0_set_1,S0_set_2,58,-0.007448624545284434
S0_set_1,S0_set_2,59,0.012063075413362991
S0_set_1,S0_set_2,60,0.050423111827419514
S0_set_1,S0_set_2,61,0.028906000988075855
S0_set_1,S0_set_2,62,-0.001228851585065166
S0_set_1,S0_set_2,63,-0.01520067937624637
S0_set_1,S0_set_2,64,0.000902284330455079
S0_set_1,S0_set_2,65,-0.04265415535951349
S0_set_1,S0_set_2,66,-0.003332511511482998
S0_set_1,S0_set_2,67,0.05803390514398531
S0_set_1,S0_set_2,68,0.03930007800382536
S0_set_1,S0_set_2,69,-0.03423692931704443
S0_set_1,S0_set_2,70,-0.00036140048745013646
S0_set_1,S0_set_2,71,-0.02464305108310901
S0_set_1,S0_set_2,72,-0.008044911065075032
S0_set_1,S0_set_2,73,0.0009469783159415521
S0_set_1,S0_set_2,74,0.017221059747156185
S0_set_1,S0_set_2,75,-0.06171372870503844
S0_set_1,S0_set_2,76,-0.040917033684914034
S0_set_1,S0_set_2,77,-0.021720807803425137
S0_set_1,S0_set_2,78,-0.03750031402636882
S0_set_1,S0_set_2,79,-0.015259848842774693
S0_set_1,S0_set_2,80,-0.04206569809068059
S0_set_1,S0_set_2,81,-0.03184998718037097
S0_set_1,S0_set_2,82,0.014862546483931434
S0_set_1,S0_set_2,83,0.013714477957299109
S0_set_1,S0_set_2,84,0.011142091162620618
S0_set_1,S0_set_2,85,-0.026111944945713
S0_set_1,S0_set_2,86,-0.005990840850984591
S0_set_1,S0_set_2,87,-0.020531282356734563
S0_set_1,S0_set_2,88,0.020638375138664712
S0_set_1,S0_set_2,89,0.03225297021028643
S0_set_1,S0_set_2,90,-0.01397167349281099
S0_set_1,S0_set_2,91,0.028454361362218
S0_set_1,S0_set_2,92,0.032468664014177105
S0_set_1,S0_set_2,93,-0.00040863269083846697
S0_set_1,S0_set_2,94,-0.011784827019255132
S0_set_1,S0_set_2,95,-0.035355093382205924
S0_set_1,S0_set_2,96,0.01289666780277049
S0_set_1,S0_set_2,97,0.0548353583483365
S0_set_1,S0_set_2,98,-0.03516699181594206
S0_set_1,S0_set_2,99,-0.04317868440429538
S0_set_1,S0_set_2,100,-0.016241183505536643
S0_set_1,S0_set_2,101,-0.013573304322306346
S0_set_1,S0_set_2,102,0.03511097483758609
S0_set_1,S0_set_2,103,0.001092718716566102
S0_set_1,S0_set_2,104,-0.016896623165472947
S0_set_1,S0_set_2,105,0.011855835556224456
S0_set_1,S0_set_2,106,0.008384177464763812
S0_set_1,S0_set_2,107,0.036588307515405906
S0_set_1,S0_set_2,108,0.033804192792152375
S0_set_1,S0_set_2,109,0.012123641581109902
S0_set_1,S0_set_2,110,0.07496128493154389
S0_set_1,S0_set_2,111,-0.014067654994957707
S0_set_1,S0_set_2,112,0.024311003704790467
S0_set_1,S0_set_2,113,-0.040456283021930946
S0_set_1,S0_set_2,114,-0.04630732121423919
S0_set_1,S0_set_2,115,0.02579814108549558
S0_set_1,S0_set_2,116,-0.030597221566346925
S0_set_1,S0_set_2,117,0.013783252887025046
S0_set_1,S0_set_2,118,0.057488316972209304
S0_set_1,S0_set_2,119,0.0005114261473545408
S0_set_1,S0_set_2,120,-0.0367102427275945
S0_set_1,S0_set_2,121,0.02661588854663005
S0_set_1,S0_set_2,122,0.018716012675601246
S0_set_1,S0_set_2,123,-0.004218191934593495
S0_set_1,S0_set_2,124,0.00833661058425033
S0_set_1,S0_set_2,125,-0.06050765673344866
S0_set_1,S0_set_2,126,0.009929695450324613
S0_set_1,S0_set_2,127,0.028575850272307964
S0_set_1,S0_set_2,128,0.007034632779085165
S0_set_1,S0_set_2,129,0.001224046830248999
S0_set_1,S0_set_2,130,-0.04904336874293993
S0_set_1,S0_set_2,131,0.02884630223899247
S0_set_1,S0_set_2,132,0.017525786453393692
S0_set_1,S0_set_2,133,0.01133059888981289
S0_set_1,S0_set_2,134,-0.0111167562225257
S0_set_1,S0_set_2,135,0.05385069284454155
S0_set_1,S0_set_2,136,0.029473899397507795
S0_set_1,S0_set_2,137,0.04532800731575675
S0_set_1,S0_set_2,138,-0.05043826900620573
S0_set_1,S0_set_2,139,0.035995591888543114
S0_set_1,S0_set_2,140,0.0009926615499117088
S0_set_1,S0_set_2,141,0.01333334882471357
S0_set_1,S0_set_2,142,0.012004842556234374
S0_set_1,S0_set_2,143,-0.010465373372208112
S0_set_1,S0_set_2,144,0.018821697394642897
S0_set_1,S0_set_2,145,-0.0567074166569765
S0_set_1,S0_set_2,146,0.04712743094493429
S0_set_1,S0_set_2,147,0.05617668488423091
S0_set_1,S0_set_2,148,0.030981013764637154
S0_set_1,S0_set_2,149,0.023828692873346623
S0_set_1,S0_set_2,150,0.044981495466901875
S0_set_1,S0_set_2,151,-0.003166330815593804
S0_set_1,S0_set_2,152,0.05098754111779822
S0_set_1,S0_set_2,153,-0.020929040618639188
S0_set_1,S0_set_2,154,-0.0016040683977842462
S0_set_1,S0_set_2,155,0.003346096334589023
S0_set_1,S0_set_2,156,-0.022866325466406257
S0_set_1,S0_set_2,157,0.003235992543694746
S0_set_1,S0_set_2,158,-0.03398292833677629
S0_set_1,S0_set_2,159,-0.014532239147739398
S0_set_1,S0_set_2,160,-0.004519401151157544
S0_set_1,S0_set_2,161,-0.07504363056063323
S0_set_1,S0_set_2,162,0.06561639915968687
S0_set_1,S0_set_2,163,0.014829016645334646
S0_set_1,S0_set_2,164,-0.08096716485595254
S0_set_1,S0_set_2,165,-0.031174673953553205
S0_set_1,S0_set_2,166,-0.03287508110990267
S0_set_1,S0_set_2,167,0.03933952843918073
S0_set_1,S0_set_2,168,0.010326188625029254
S0_set_1,S0_set_2,169,0.06449206072659215
S0_set_1,S0_set_2,170,-0.01060006942837245
S0_set_1,S0_set_2,171,-0.01794619178553137
S0_set_1,S0_set_2,172,0.016445601958866938
S0_set_1,S0_set_2,173,0.02587582035733447
S0_set_1,S0_set_2,174,-0.005978563465697603
S0_set_1,S0_set_2,175,-0.01813296176151612
S0_set_1,S0_set_2,176,0.04537445523412063
S0_set_1,S0_set_2,177,0.05854699622254834
S0_set_1,S0_set_2,178,0.057140447878160486
S0_set_1,S0_set_2,179,0.0401175741256425
S0_set_1,S0_set_2,180,0.013606300387869079
S0_set_1,S0_set_2,181,-0.0052661287471332035
S0_set_1,S0_set_2,182,-0.0135135492023937
S0_set_1,S0_set_2,183,-0.0074851533900846725
S0_set_1,S0_set_2,184,0.028688751849432204
S0_set_1,S0_set_2,185,-0.01451672042489811
S0_set_1,S0_set_2,186,-0.02336723202089612
S0_set_1,S0_set_2,187,0.002757771720798504
S0_set_1,S0_set_2,188,0.047640001354321726
S0_set_1,S0_set_2,189,-0.029054437548946686
S0_set_1,S0_set_2,190,0.07260135949780418
S0_set_1,S0_set_2,191,0.010880701864371381
S0_set_1,S0_set_2,192,0.013344638912265536
S0_set_1,S0_set_2,193,0.030431380686933435
S0_set_1,S0_set_2,194,-0.016028322120156556
S0_set_1,S0_set_2,195,-0.052540916394114026
S0_set_1,S0_set_2,196,-0.03800239700325307
S0_set_1,S0_set_2,197,0.015723622906352208
S0_set_1,S0_set_2,198,0.0031531486163335056
S0_set_1,S0_set_2,199,-0.005007450063638271
S0_set_1,S1_set_1,0,-0.006771490178834866
S0_set_1,S1_set_1,1,0.026189624910037543
S0_set_1,S1_set_1,2,0.010749320215087302
S0_set_1,S1_set_1,3,0.003755105149494087
S0_set_1,S1_set_1,4,0.017549799548734327
S0_set_1,S1_set_1,5,-0.026212835542652208
S0_set_1,S1_set_1,6,-0.026621708941672647
S0_set_1,S1_set_1,7,0.04304653164360512
S0_set_1,S1_set_1,8,-0.001714055858191913
S0_set_1,S1_set_1,9,0.007178957528120922
S0_set_1,S1_set_1,10,-0.016799181127737966
S0_set_1,S1_set_1,11,4.049653145163726e-05
S0_set_1,S1_set_1,12,0.0075301149213905325
S0_set_1,S1_set_1,13,-0.03555149053404591
S0_set_1,S1_set_1,14,-0.030543726875481375
S0_set_1,S1_set_1,15,-0.030331039195785593
S0_set_1,S1_set_1,16,0.015038644584500308
S0_set_1,S1_set_1,17,-0.09045575486524349
S0_set_1,S1_set_1,18,0.04396422689982438
S0_set_1,S1_set_1,19,-0.07777793057941106
S0_set_1,S1_set_1,20,-0.035813899499912996
S0_set_1,S1_set_1,21,-0.029003986859737742
S0_set_1,S1_set_1,22,-0.01866866456999863
S0_set_1,S1_set_1,23,-0.04057967824563982
S0_set_1,S1_set_1,24,-0.04904155083976723
S0_set_1,S1_set_1,25,-0.04185800890242613
S0_set_1,S1_set_1,26,-0.016244418003176275
S0_set_1,S1_set_1,27,-0.003676620920616944
S0_set_1,S1_set_1,28,0.008130003265453043
S0_set_1,S1_set_1,29,0.2021263264510191
S0_set_1,S1_set_1,30,0.015150471711097952
S0_set_1,S1_set_1,31,-0.06922334856172271
S0_set_1,S1_set_1,32,-0.04916467884178764
S0_set_1,S1_set_1,33,0.02782069524112751
S0_set_1,S1_set_1,34,-0.027830913995969986
S0_set_1,S1_set_1,35,-0.02576263597369376
S0_set_1,S1_set_1,36,-0.019720187932379264
S0_set_1,S1_set_1,37,-0.04794464106220357
S0_set_1,S1_set_1,38,-0.005467206079845674
S0_set_1,S1_set_1,39,0.0758254784618329
S0_set_1,S1_set_1,40,-0.05149140290100471
S0_set_1,S1_set_1,41,-0.007556815772538246
S0_set_1,S1_set_1,42,-0.048384489818088315
S0_set_1,S1_set_1,43,-0.03636241537908845
S0_set_1,S1_set_1,44,0.017592740357352497
S0_set_1,S1_set_1,45,-0.04523715983225755
S0_set_1,S1_set_1,46,0.11607976200548592
S0_set_1,S1_set_1,47,-0.0027606348405090245
S0_set_1,S1_set_1,48,-0.010113137726646933
S0_set_1,S1_set_1,49,-0.024098347348304582
S0_set_1,S1_set_1,50,0.012977789317858767
S0_set_1,S1_set_1,51,0.050240053988439025
S0_set_1,S1_set_1,52,0.016821992712151523
S0_set_1,S1_set_1,53,-0.01699317304714642
S0_set_1,S1_set_1,54,0.012908694538935206
S0_set_1,S1_set_1,55,-0.0005812362134825094
S0_set_1,S1_set_1,56,-0.020810732153703673
S0_set_1,S1_set_1,57,-0.032366244065192604
S0_set_1,S1_set_1,58,-0.019541611967716144
S0_set_1,S1_set_1,59,-0.02899062594984775
S0_set_1,S1_set_1,60,0.04283059444697286
S0_set_1,S1_set_1,61,0.013726616263947307
S0_set_1,S1_set_1,62,-0.05128475471380554
S0_set_1,S1_set_1,63,0.008337482353083304
S0_set_1,S1_set_1,64,0.0014804299222675931
S0_set_1,S1_set_1,65,-0.03365191930489441
S0_set_1,S1_set_1,66,0.035100803003256145
S0_set_1,S1_set_1,67,0.027014755692566176
S0_set_1,S1_set_1,68,0.04087889749179611
S0_set_1,S1_set_1,69,0.0004842838401131288
S0_set_1,S1_set_1,70,-0.0687630029624662
S0_set_1,S1_set_1,71,0.04171149682940599
S0_set_1,S1_set_1,72,-0.0002662614325403797
S0_set_1,S1_set_1,73,-0.03147846718913945
S0_set_1,S1_set_1,74,-0.007349560119347826
S0_set_1,S1_set_1,75,-0.022753135587771645
S0_set_1,S1_set_1,76,-0.05651965230485883
S0_set_1,S1_set_1,77,0.014521116218968263
S0_set_1,S1_set_1,78,-0.021816936166008584
S0_set_1,S1_set_1,79,-0.016527364759305097
S0_set_1,S1_set_1,80,0.01090602385115706
S0_set_1,S1_set_1,81,-0.04176720053589942
S0_set_1,S1_set_1,82,-0.0488718023108439
S0_set_1,S1_set_1,83,-0.05003398921292986
S0_set_1,S1_set_1,84,-0.0029387442187115364
S0_set_1,S1_set_1,85,0.009683307793478185
S0_set_1,S1_set_1,86,0.009725860803149407
S0_set_1,S1_set_1,87,-0.014621105531165628
S0_set_1,S1_set_1,88,-0.010192901218454379
S0_set_1,S1_set_1,89,-0.02820667826229904
S0_set_1,S1_set_1,90,0.010013311771837738
S0_set_1,S1_set_1,91,-0.03281369059270773
S0_set_1,S1_set_1,92,0.01802137358667089
S0_set_1,S1_set_1,93,0.043082066712431456
S0_set_1,S1_set_1,94,-0.06231630847911969
S0_set_1,S1_set_1,95,-0.08956268955241545
S0_set_1,S1_set_1,96,-0.0012090106894336644
S0_set_1,S1_set_1,97,0.022773242439072555
S0_set_1,S1_set_1,98,0.048513239610084045
S0_set_1,S1_set_1,99,0.010976911794363881
S0_set_1,S1_set_1,100,-0.011782227671621183
S0_set_1,S1_set_1,101,0.03301883272471996
S0_set_1,S1_set_1,102,0.03284945578421076
S0_set_1,S1_set_1,103,-0.04198274619057824
S0_set_1,S1_set_1,104,-0.02234275581626975
S0_set_1,S1_set_1,105,-0.054391041513169494
S0_set_1,S1_set_1,106,-0.02788084125419095
S0_set_1,S1_set_1,107,-0.04632199061018457
S0_set_1,S1_set_1,108,0.026185508240972943
S0_set_1,S1_set_1,109,0.028097673862433843
S0_set_1,S1_set_1,110,-0.010750249762662915
S0_set_1,S1_set_1,111,-0.012634887841467385
S0_set_1,S1_set_1,112,-0.08389656958222245
S0_set_1,S1_set_1,113,-0.0059520755817413055
S0_set_1,S1_set_1,114,0.03404363873740724
S0_set_1,S1_set_1,115,0.038160420451245354
S0_set_1,S1_set_1,116,0.030942642837533466
S0_set_1,S1_set_1,117,0.016873176385315995
S0_set_1,S1_set_1,118,-0.02781177839337839
S0_set_1,S1_set_1,119,-0.01964748675201033
S0_set_1,S1_set_1,120,-0.0414642810987187
S0_set_1,S1_set_1,121,-0.013985484604687353
S0_set_1,S1_set_1,122,0.16969843549015545
S0_set_1,S1_set_1,123,0.005004593140800112
S0_set_1,S1_set_1,124,-0.02155468038961263
S0_set_1,S1_set_1,125,0.03260429323578013
S0_set_1,S1_set_1,126,0.03749603144072301
S0_set_1,S1_set_1,127,-0.02162593067886835
S0_set_1,S1_set_1,128,-0.02598947507753978
S0_set_1,S1_set_1,129,-0.031131925921295427
S0_set_1,S1_set_1,130,-0.00013078128967540815
S0_set_1,S1_set_1,131,0.00843579288990466
S0_set_1,S1_set_1,132,0.014072639716497996
S0_set_1,S1_set_1,133,-0.035563456546074
S0_set_1,S1_set_1,134,-0.007913584740113867
S0_set_1,S1_set_1,135,-0.039542508365398646
S0_set_1,S1_set_1,136,0.08067393971692215
S0_set_1,S1_set_1,137,-0.021821115899399328
S0_set_1,S1_set_1,138,0.0581914619120659
S0_set_1,S1_set_1,139,0.04250347539901069
S0_set_1,S1_set_1,140,-0.03195134972640013
S0_set_1,S1_set_1,141,0.034497082134369486
S0_set_1,S1_set_1,142,-0.00964468784348291
S0_set_1,S1_set_1,143,-0.036528193701665046
S0_set_1,S1_set_1,144,0.018729868944228706
S0_set_1,S1_set_1,145,-0.018354498769906993
S0_set_1,S1_set_1,146,0.10073031801351254
S0_set_1,S1_set_1,147,0.008953543716938624
S0_set_1,S1_set_1,148,-0.00514278396962858
S0_set_1,S1_set_1,149,-0.002720693413261301
S0_set_1,S1_set_1,150,0.018729918089725326
S0_set_1,S1_set_1,151,-0.01058513923428338
S0_set_1,S1_set_1,152,-0.035808595636308546
S0_set_1,S1_set_1,153,-0.04850903476426839
S0_set_1,S1_set_1,154,-0.004590727549624551
S0_set_1,S1_set_1,155,-0.032887108204285025
S0_set_1,S1_set_1,156,-0.04998386454682087
S0_set_1,S1_set_1,157,-0.017174189145751098
S0_set_1,S1_set_1,158,0.018299553028069078
S0_set_1,S1_set_1,159,0.03784422202536016
S0_set_1,S1_set_1,160,0.005145777584764533
S0_set_1,S1_set_1,161,0.05254085486044985
S0_set_1,S1_set_1,162,0.029684193922519586
S0_set_1,S1_set_1,163,0.004789701132941949
S0_set_1,S1_set_1,164,-0.04982748061712966
S0_set_1,S1_set_1,165,0.011349262920269143
S0_set_1,S1_set_1,166,-0.032794824607823965
S0_set_1,S1_set_1,167,0.042078148789828525
S0_set_1,S1_set_1,168,0.02923216289265055
S0_set_1,S1_set_1,169,-0.018650310379591407
S0_set_1,S1_set_1,170,0.010384885684497618
S0_set_1,S1_set_1,171,-0.03649677144743614
S0_set_1,S1_set_1,172,-0.03605025442587075
S0_set_1,S1_set_1,173,-0.021219695726295715
S0_set_1,S1_set_1,174,0.01660578191199469
S0_set_1,S1_set_1,175,-0.005904504942338882
S0_set_1,S1_set_1,176,0.0038705707276926724
S0_set_1,S1_set_1,177,-0.0007954536637077539
S0_set_1,S1_set_1,178,-0.03018662456446744
S0_set_1,S1_set_1,179,-0.0012804591194695992
S0_set_1,S1_set_1,180,0.04863421945431766
S0_set_1,S1_set_1,181,0.012660598302069776
S0_set_1,S1_set_1,182,0.01956376294923836
S0_set_1,S1_set_1,183,-0.058323013007679204
S0_set_1,S1_set_1,184,-0.008656201546455109
S0_set_1,S1_set_1,185,0.003457786942373452
S0_set_1,S1_set_1,186,-0.06515800103965651
S0_set_1,S1_set_1,187,-0.06074960181264389
S0_set_1,S1_set_1,188,0.02879704106107015
S0_set_1,S1_set_1,189,0.049554124345929075
S0_set_1,S1_set_1,190,0.012748781435637428
S0_set_1,S1_set_1,191,-0.01777343122073025
S0_set_1,S1_set_1,192,0.04082393387780143
S0_set_1,S1_set_1,193,0.0061441366858501325
S0_set_1,S1_set_1,194,0.019664329841944096
S0_set_1,S1_set_1,195,-0.04226239799420983
S0_set_1,S1_set_1,196,0.038519764303867846
S0_set_1,S1_set_1,197,-0.025708095269736213
S0_set_1,S1_set_1,198,0.013810428893399639
S0_set_1,S1_set_1,199,-0.09802052756765005
S0_set_1,S1_set_2,0,-0.006697701705695124
S0_set_1,S1_set_2,1,0.024245043345849336
S0_set_1,S1_set_2,2,-0.07219972895344316
S0_set_1,S1_set_2,3,0.032777918390545994
S0_set_1,S1_set_2,4,0.027225625269776142
S0_set_1,S1_set_2,5,-0.006101663288403134
S0_set_1,S1_set_2,6,0.015391847894561418
S0_set_1,S1_set_2,7,-0.05107900672100262
S0_set_1,S1_set_2,8,0.0053746019837111235
S0_set_1,S1_set_2,9,-0.04952677576986793
S0_set_1,S1_set_2,10,-0.014882140846109795
S0_set_1,S1_set_2,11,-0.009049236940099898
S0_set_1,S1_set_2,12,-0.021560508647495338
S0_set_1,S1_set_2,13,-0.02474385546937597
S0_set_1,S1_set_2,14,-0.01907489857866771
S0_set_1,S1_set_2,15,0.004386728948540389
S0_set_1,S1_set_2,16,-0.042696263651822476
S0_set_1,S1_set_2,17,0.007168058438540455
S0_set_1,S1_set_2,18,-0.005328537004388535
S0_set_1,S1_set_2,19,-0.02461780662953782
S0_set_1,S1_set_2,20,0.03492433721642622
S0_set_1,S1_set_2,21,0.00316601103149809
S0_set_1,S1_set_2,22,0.06218574190195875
S0_set_1,S1_set_2,23,0.04661040437324448
S0_set_1,S1_set_2,24,-0.044036992903661976
S0_set_1,S1_set_2,25,-0.029296848598160178
S0_set_1,S1_set_2,26,0.04904743674761319
S0_set_1,S1_set_2,27,-0.013354825675183743
S0_set_1,S1_set_2,28,-0.0004955527014762567
S0_set_1,S1_set_2,29,0.00037191369950681464
S0_set_1,S1_set_2,30,-0.07004591059935127
S0_set_1,S1_set_2,31,0.019347979564422402
S0_set_1,S1_set_2,32,-0.06655927422658324
S0_set_1,S1_set_2,33,0.04823599472700168
S0_set_1,S1_set_2,34,-0.00914383066627207
S0_set_1,S1_set_2,35,0.035922971309200365
S0_set_1,S1_set_2,36,0.002376075909553726
S0_set_1,S1_set_2,37,-0.039918832958486354
S0_set_1,S1_set_2,38,-0.08801249646165468
S0_set_1,S1_set_2,39,0.008384585617358688
S0_set_1,S1_set_2,40,-0.0034951955601145467
S0_set_1,S1_set_2,41,-0.024734738976016656
S0_set_1,S1_set_2,42,-0.0004087204441652229
S0_set_1,S1_set_2,43,0.047502540195353035
S0_set_1,S1_set_2,44,0.00566587804139185
S0_set_1,S1_set_2,45,-0.045978098928013376
S0_set_1,S1_set_2,46,-0.04127093539800262
S0_set_1,S1_set_2,47,0.038544583043253415
S0_set_1,S1_set_2,48,0.031178563142486848
S0_set_1,S1_set_2,49,-0.024286236147478244
S0_set_1,S1_set_2,50,0.025708322072681172
S0_set_1,S1_set_2,51,-0.01698485504419548
S0_set_1,S1_set_2,52,-0.021724353063347013
S0_set_1,S1_set_2,53,0.03270655109642532
S0_set_1,S1_set_2,54,0.038862850530960884
S0_set_1,S1_set_2,55,0.025131834001373587
S0_set_1,S1_set_2,56,-0.03388942868881374
S0_set_1,S1_set_2,57,0.12347474626803347
S0_set_1,S1_set_2,58,0.004106485649425831
S0_set_1,S1_set_2,59,0.004336641806495982
S0_set_1,S1_set_2,60,-0.048464979483271664
S0_set_1,S1_set_2,61,-0.02114351832822368
S0_set_1,S1_set_2,62,-0.0459219336604769
S0_set_1,S1_set_2,63,0.027968089783085324
S0_set_1,S1_set_2,64,-0.02178634847399005
S0_set_1,S1_set_2,65,0.05191456580519308
S0_set_1,S1_set_2,66,-0.006637488173673085
S0_set_1,S1_set_2,67,-0.022553018527937743
S0_set_1,S1_set_2,68,-0.0286876013753138
S0_set_1,S1_set_2,69,0.02999726032594229
S0_set_1,S1_set_2,70,0.04086984419601351
S0_set_1,S1_set_2,71,-0.031356356090150236
S0_set_1,S1_set_2,72,0.010124834450447626
S0_set_1,S1_set_2,73,0.029440073945627667
S0_set_1,S1_set_2,74,-0.009195541485052765
S0_set_1,S1_set_2,75,-0.02754373712964413
S0_set_1,S1_set_2,76,-0.013758085310522136
S0_set_1,S1_set_2,77,-0.01718720881515149
S0_set_1,S1_set_2,78,-0.06202315576872017
S0_set_1,S1_set_2,79,-0.015241775208851593
S0_set_1,S1_set_2,80,-0.022277918156539716
S0_set_1,S1_set_2,81,-0.02874718681848281
S0_set_1,S1_set_2,82,0.01943746457062143
S0_set_1,S1_set_2,83,0.04367842769350802
S0_set_1,S1_set_2,84,-0.03152597242770481
S0_set_1,S1_set_2,85,0.014630484919964434
S0_set_1,S1_set_2,86,-0.06016314794533868
S0_set_1,S1_set_2,87,-0.022394087628503485
S0_set_1,S1_set_2,88,-0.07331256463664122
S0_set_1,S1_set_2,89,0.014719999781444223
S0_set_1,S1_set_2,90,-0.025181764666568393
S0_set_1,S1_set_2,91,-0.00015350232052382842
S0_set_1,S1_set_2,92,-0.00928023017230871
S0_set_1,S1_set_2,93,-0.07948073170913031
S0_set_1,S1_set_2,94,0.041304203680600074
S0_set_1,S1_set_2,95,0.014752361105988713
S0_set_1,S1_set_2,96,0.05708212015562702
S0_set_1,S1_set_2,97,0.056500365273012734
S0_set_1,S1_set_2,98,-0.0698752814606063
S0_set_1,S1_set_2,99,-0.021510933773823307
S0_set_1,S1_set_2,100,-0.029688253487176654
S0_set_1,S1_set_2,101,-0.028431505162901168
S0_set_1,S1_set_2,102,-0.04134441233923029
S0_set_1,S1_set_2,103,-0.07423928492452637
S0_set_1,S1_set_2,104,0.005224956670169353
S0_set_1,S1_set_2,105,0.03514665621897228
S0_set_1,S1_set_2,106,-0.005666938245980444
S0_set_1,S1_set_2,107,0.023904859395057414
S0_set_1,S1_set_2,108,-0.032214997221812876
S0_set_1,S1_set_2,109,-0.010177567493670249
S0_set_1,S1_set_2,110,0.012972168839563836
S0_set_1,S1_set_2,111,0.017824684377697183
S0_set_1,S1_set_2,112,0.040105134079445035
S0_set_1,S1_set_2,113,-0.05654956028566191
S0_set_1,S1_set_2,114,0.052967384414029754
S0_set_1,S1_set_2,115,0.0655725208232494
S0_set_1,S1_set_2,116,0.016395132493342148
S0_set_1,S1_set_2,117,-0.04261858392259654
S0_set_1,S1_set_2,118,0.007183077842699332
S0_set_1,S1_set_2,119,-0.07329455213511489
S0_set_1,S1_set_2,120,0.009415887342580418
S0_set_1,S1_set_2,121,-0.021137624579460473
S0_set_1,S1_set_2,122,-0.015539465596558642
S0_set_1,S1_set_2,123,-0.037868553198359176
S0_set_1,S1_set_2,124,0.012428837773675533
S0_set_1,S1_set_2,125,0.058330735545078324
S0_set_1,S1_set_2,126,-0.026268411878332926
S0_set_1,S1_set_2,127,0.02377798890066269
S0_set_1,S1_set_2,128,-0.012132772298931817
S0_set_1,S1_set_2,129,0.03596358589507713
S0_set_1,S1_set_2,130,-0.032573843105619206
S0_set_1,S1_set_2,131,-0.022108186956071755
S0_set_1,S1_set_2,132,-0.007728684462566293
S0_set_1,S1_set_2,133,-0.027159168444245485
S0_set_1,S1_set_2,134,0.012053977734493026
S0_set_1,S1_set_2,135,0.05038523493699266
S0_set_1,S1_set_2,136,-0.010720642569494739
S0_set_1,S1_set_2,137,-0.02140992119123414
S0_set_1,S1_set_2,138,-0.009365931872202343
S0_set_1,S1_set_2,139,0.003026302084172257
S0_set_1,S1_set_2,140,0.016221509366848925
S0_set_1,S1_set_2,141,-0.004049756651013834
S0_set_1,S1_set_2,142,-0.11486030036238963
S0_set_1,S1_set_2,143,-0.03858753928329167
S0_set_1,S1_set_2,144,0.009678361043576895
