tag,date,source_or_held_out,fixed_column,feature_index,feature,T_source_normalized
S0_set_1,1925-01-01,source_held_in,19,2,axis_3,0.01981133036315441
S0_set_1,1925-01-01,source_held_in,19,3,axis_4,0.12924399971961975
S0_set_1,1925-01-01,source_held_in,20,0,axis_1,0.1573265939950943
S0_set_1,1925-01-01,source_held_in,20,1,axis_2,-0.08048689365386963
S0_set_1,1925-01-01,source_held_in,20,2,axis_3,-0.22846432030200958
S0_set_1,1925-01-01,source_held_in,20,3,axis_4,0.04869573190808296
S0_set_1,1925-01-01,source_held_in,21,0,axis_1,-0.0012890639482066035
S0_set_1,1925-01-01,source_held_in,21,1,axis_2,0.059048764407634735
S0_set_1,1925-01-01,source_held_in,21,2,axis_3,-0.36326345801353455
S0_set_1,1925-01-01,source_held_in,21,3,axis_4,0.41865554451942444
S0_set_1,1925-01-01,source_held_in,22,0,axis_1,-7.089218616485596
S0_set_1,1925-01-01,source_held_in,22,1,axis_2,-2.087505340576172
S0_set_1,1925-01-01,source_held_in,22,2,axis_3,5.476231098175049
S0_set_1,1925-01-01,source_held_in,22,3,axis_4,1.075789213180542
S0_set_1,1925-01-01,source_held_in,23,0,axis_1,0.19228437542915344
S0_set_1,1925-01-01,source_held_in,23,1,axis_2,-0.10521867126226425
S0_set_1,1925-01-01,source_held_in,23,2,axis_3,-0.03236199542880058
S0_set_1,1925-01-01,source_held_in,23,3,axis_4,0.06430379301309586
S0_set_1,1925-01-01,source_held_in,24,0,axis_1,0.23049449920654297
S0_set_1,1925-01-01,source_held_in,24,1,axis_2,-0.04077213257551193
S0_set_1,1925-01-01,source_held_in,24,2,axis_3,-0.29491153359413147
S0_set_1,1925-01-01,source_held_in,24,3,axis_4,-0.03702888265252113
S0_set_1,1925-01-01,source_held_in,25,0,axis_1,0.03395850956439972
S0_set_1,1925-01-01,source_held_in,25,1,axis_2,-0.4088745415210724
S0_set_1,1925-01-01,source_held_in,25,2,axis_3,0.09826598316431046
S0_set_1,1925-01-01,source_held_in,25,3,axis_4,-0.004899508785456419
S0_set_1,1925-01-01,source_held_in,26,0,axis_1,-0.08518436551094055
S0_set_1,1925-01-01,source_held_in,26,1,axis_2,-0.07048618048429489
S0_set_1,1925-01-01,source_held_in,26,2,axis_3,0.17767171561717987
S0_set_1,1925-01-01,source_held_in,26,3,axis_4,-0.24494899809360504
S0_set_1,1925-01-01,source_held_in,27,0,axis_1,0.12308462709188461
S0_set_1,1925-01-01,source_held_in,27,1,axis_2,0.057043809443712234
S0_set_1,1925-01-01,source_held_in,27,2,axis_3,-0.38978931307792664
S0_set_1,1925-01-01,source_held_in,27,3,axis_4,0.06369706988334656
S0_set_1,1925-01-01,source_held_in,28,0,axis_1,1.2802292108535767
S0_set_1,1925-01-01,source_held_in,28,1,axis_2,-0.8268841505050659
S0_set_1,1925-01-01,source_held_in,28,2,axis_3,0.13369335234165192
S0_set_1,1925-01-01,source_held_in,28,3,axis_4,-0.13515017926692963
S0_set_1,1925-01-01,source_held_in,29,0,axis_1,-3.118483543395996
S0_set_1,1925-01-01,source_held_in,29,1,axis_2,-1.3107619285583496
S0_set_1,1925-01-01,source_held_in,29,2,axis_3,1.6678805351257324
S0_set_1,1925-01-01,source_held_in,29,3,axis_4,0.514541506767273
S0_set_1,1925-01-01,source_held_in,30,0,axis_1,0.059741389006376266
S0_set_1,1925-01-01,source_held_in,30,1,axis_2,0.004067525267601013
S0_set_1,1925-01-01,source_held_in,30,2,axis_3,0.07222077250480652
S0_set_1,1925-01-01,source_held_in,30,3,axis_4,-0.029380539432168007
S0_set_1,1925-01-01,source_held_in,31,0,axis_1,0.21881245076656342
S0_set_1,1925-01-01,source_held_in,31,1,axis_2,-0.4201326370239258
S0_set_1,1925-01-01,source_held_in,31,2,axis_3,0.10094927996397018
S0_set_1,1925-01-01,source_held_in,31,3,axis_4,-0.04992656782269478
S0_set_1,1925-01-01,source_held_in,32,0,axis_1,-2.542729139328003
S0_set_1,1925-01-01,source_held_in,32,1,axis_2,1.5411038398742676
S0_set_1,1925-01-01,source_held_in,32,2,axis_3,0.09650011360645294
S0_set_1,1925-01-01,source_held_in,32,3,axis_4,-0.29946890473365784
S0_set_1,1925-01-01,source_held_in,33,0,axis_1,-12.303651809692383
S0_set_1,1925-01-01,source_held_in,33,1,axis_2,-3.1428604125976562
S0_set_1,1925-01-01,source_held_in,33,2,axis_3,4.5023932456970215
S0_set_1,1925-01-01,source_held_in,33,3,axis_4,2.32696533203125
S0_set_1,1925-01-01,source_held_in,34,0,axis_1,1.225547194480896
S0_set_1,1925-01-01,source_held_in,34,1,axis_2,1.7434018850326538
S0_set_1,1925-01-01,source_held_in,34,2,axis_3,2.238776206970215
S0_set_1,1925-01-01,source_held_in,34,3,axis_4,-0.6530184149742126
S0_set_1,1925-01-01,source_held_in,35,0,axis_1,-1.0515249967575073
S0_set_1,1925-01-01,source_held_in,35,1,axis_2,0.15815354883670807
S0_set_1,1925-01-01,source_held_in,35,2,axis_3,1.4477354288101196
S0_set_1,1925-01-01,source_held_in,35,3,axis_4,-0.6103235483169556
S0_set_1,1925-01-01,source_held_in,36,0,axis_1,-0.7303043007850647
S0_set_1,1925-01-01,source_held_in,36,1,axis_2,-2.0147197246551514
S0_set_1,1925-01-01,source_held_in,36,2,axis_3,0.9782158732414246
S0_set_1,1925-01-01,source_held_in,36,3,axis_4,0.6556758880615234
S0_set_1,1925-01-01,source_held_in,37,0,axis_1,-1.7857612371444702
S0_set_1,1925-01-01,source_held_in,37,1,axis_2,0.3937701880931854
S0_set_1,1925-01-01,source_held_in,37,2,axis_3,-0.20609763264656067
S0_set_1,1925-01-01,source_held_in,37,3,axis_4,0.8159915208816528
S0_set_1,1925-01-01,source_held_in,38,0,axis_1,1.7731846570968628
S0_set_1,1925-01-01,source_held_in,38,1,axis_2,-1.4010035991668701
S0_set_1,1925-01-01,source_held_in,38,2,axis_3,-1.2767820358276367
S0_set_1,1925-01-01,source_held_in,38,3,axis_4,-0.22285158932209015
S0_set_1,1925-01-01,source_held_in,39,0,axis_1,0.9364178776741028
S0_set_1,1925-01-01,source_held_in,39,1,axis_2,0.016419297084212303
S0_set_1,1925-01-01,source_held_in,39,2,axis_3,1.298869252204895
S0_set_1,1925-01-01,source_held_in,39,3,axis_4,-0.8710387945175171
S0_set_1,1925-01-01,source_held_in,40,0,axis_1,0.8338764905929565
S0_set_1,1925-01-01,source_held_in,40,1,axis_2,5.002628803253174
S0_set_1,1925-01-01,source_held_in,40,2,axis_3,-3.2281665802001953
S0_set_1,1925-01-01,source_held_in,40,3,axis_4,-0.3810405433177948
S0_set_1,1925-01-01,source_held_in,41,0,axis_1,-0.026442144066095352
S0_set_1,1925-01-01,source_held_in,41,1,axis_2,-0.2759886384010315
S0_set_1,1925-01-01,source_held_in,41,2,axis_3,-0.11661820858716965
S0_set_1,1925-01-01,source_held_in,41,3,axis_4,0.7087405323982239
S0_set_1,1925-01-01,source_held_in,42,0,axis_1,0.4915975332260132
S0_set_1,1925-01-01,source_held_in,42,1,axis_2,-3.0014662742614746
S0_set_1,1925-01-01,source_held_in,42,2,axis_3,0.8977891802787781
S0_set_1,1925-01-01,source_held_in,42,3,axis_4,-1.811834454536438
S0_set_1,1925-01-01,source_held_in,43,0,axis_1,0.5745742917060852
S0_set_1,1925-01-01,source_held_in,43,1,axis_2,-0.9228041172027588
S0_set_1,1925-01-01,source_held_in,43,2,axis_3,2.7072219848632812
S0_set_1,1925-01-01,source_held_in,43,3,axis_4,-0.2141600400209427
S0_set_1,1925-01-01,source_held_in,44,0,axis_1,0.8292078971862793
S0_set_1,1925-01-01,source_held_in,44,1,axis_2,3.830134153366089
S0_set_1,1925-01-01,source_held_in,44,2,axis_3,-0.6057265400886536
S0_set_1,1925-01-01,source_held_in,44,3,axis_4,-1.6834361553192139
S0_set_1,1925-01-01,source_held_in,45,0,axis_1,0.3223135769367218
S0_set_1,1925-01-01,source_held_in,45,1,axis_2,0.5912611484527588
S0_set_1,1925-01-01,source_held_in,45,2,axis_3,1.1359214782714844
S0_set_1,1925-01-01,source_held_in,45,3,axis_4,-0.6066347360610962
S0_set_1,1925-01-01,source_held_in,46,0,axis_1,0.6623280048370361
S0_set_1,1925-01-01,source_held_in,46,1,axis_2,0.5107565522193909
S0_set_1,1925-01-01,source_held_in,46,2,axis_3,0.028107324615120888
S0_set_1,1925-01-01,source_held_in,46,3,axis_4,1.4051498174667358
S0_set_1,1925-01-01,source_held_in,47,0,axis_1,-1.6274476051330566
S0_set_1,1925-01-01,source_held_in,47,1,axis_2,0.9766194224357605
S0_set_1,1925-01-01,source_held_in,47,2,axis_3,1.9649196863174438
S0_set_1,1925-01-01,source_held_in,47,3,axis_4,-1.1375714540481567
S0_set_1,1925-01-01,source_held_in,48,0,axis_1,-0.3609464168548584
S0_set_1,1925-01-01,source_held_in,48,1,axis_2,0.0758780911564827
S0_set_1,1925-01-01,source_held_in,48,2,axis_3,1.8309098482131958
S0_set_1,1925-01-01,source_held_in,48,3,axis_4,0.4716777205467224
S0_set_1,1925-01-01,source_held_in,49,0,axis_1,1.0498420000076294
S0_set_1,1925-01-01,source_held_in,49,1,axis_2,-1.3495447635650635
S0_set_1,1925-01-01,source_held_in,49,2,axis_3,1.5907231569290161
S0_set_1,1925-01-01,source_held_in,49,3,axis_4,0.6992080807685852
S0_set_1,1925-01-01,source_held_in,50,0,axis_1,-2.137392044067383
S0_set_1,1925-01-01,source_held_in,50,1,axis_2,-1.1536561250686646
S0_set_1,1925-01-01,source_held_in,50,2,axis_3,1.818443775177002
S0_set_1,1925-01-01,source_held_in,50,3,axis_4,-0.07116799801588058
S0_set_1,1925-01-01,source_held_in,51,0,axis_1,1.9235897064208984
S0_set_1,1925-01-01,source_held_in,51,1,axis_2,1.8098913431167603
S0_set_1,1925-01-01,source_held_in,51,2,axis_3,-2.404698133468628
S0_set_1,1925-01-01,source_held_in,51,3,axis_4,0.7061991691589355
S0_set_1,1925-01-01,source_held_in,52,0,axis_1,1.268024206161499
S0_set_1,1925-01-01,source_held_in,52,1,axis_2,0.545214831829071
S0_set_1,1925-01-01,source_held_in,52,2,axis_3,3.1423611640930176
S0_set_1,1925-01-01,source_held_in,52,3,axis_4,0.548533022403717
S0_set_1,1925-01-01,source_held_in,53,0,axis_1,-0.6538606286048889
S0_set_1,1925-01-01,source_held_in,53,1,axis_2,0.7030844688415527
S0_set_1,1925-01-01,source_held_in,53,2,axis_3,-0.4251530170440674
S0_set_1,1925-01-01,source_held_in,53,3,axis_4,-0.464630126953125
S0_set_1,1925-01-01,source_held_in,54,0,axis_1,-0.5572395920753479
S0_set_1,1925-01-01,source_held_in,54,1,axis_2,0.018013708293437958
S0_set_1,1925-01-01,source_held_in,54,2,axis_3,3.2093582153320312
S0_set_1,1925-01-01,source_held_in,54,3,axis_4,0.7857129573822021
S0_set_1,1925-01-01,source_held_in,55,0,axis_1,-0.497705340385437
S0_set_1,1925-01-01,source_held_in,55,1,axis_2,0.807676374912262
S0_set_1,1925-01-01,source_held_in,55,2,axis_3,-0.598792552947998
S0_set_1,1925-01-01,source_held_in,55,3,axis_4,-0.5566486716270447
S0_set_1,1925-01-01,source_held_in,56,0,axis_1,-5.128998279571533
S0_set_1,1925-01-01,source_held_in,56,1,axis_2,0.1629224568605423
S0_set_1,1925-01-01,source_held_in,56,2,axis_3,1.5400339365005493
S0_set_1,1925-01-01,source_held_in,56,3,axis_4,0.776738703250885
S0_set_1,1925-01-01,source_held_in,57,0,axis_1,-1.0661789178848267
S0_set_1,1925-01-01,source_held_in,57,1,axis_2,0.7824985384941101
S0_set_1,1925-01-01,source_held_in,57,2,axis_3,-0.9074853658676147
S0_set_1,1925-01-01,source_held_in,57,3,axis_4,-1.0288435220718384
S0_set_1,1925-01-01,source_held_in,58,0,axis_1,0.3250230848789215
S0_set_1,1925-01-01,source_held_in,58,1,axis_2,-0.1983976811170578
S0_set_1,1925-01-01,source_held_in,58,2,axis_3,0.06640887260437012
S0_set_1,1925-01-01,source_held_in,58,3,axis_4,-0.0335577055811882
S0_set_1,1925-01-01,source_held_in,59,0,axis_1,-0.23562563955783844
S0_set_1,1925-01-01,source_held_in,59,1,axis_2,-0.8636512756347656
S0_set_1,1925-01-01,source_held_in,59,2,axis_3,0.3248142898082733
S0_set_1,1925-01-01,source_held_in,59,3,axis_4,0.7594770789146423
S0_set_1,1925-01-01,source_held_in,60,0,axis_1,0.35026660561561584
S0_set_1,1925-01-01,source_held_in,60,1,axis_2,0.387562096118927
S0_set_1,1925-01-01,source_held_in,60,2,axis_3,-0.17599989473819733
S0_set_1,1925-01-01,source_held_in,60,3,axis_4,-1.2253446578979492
S0_set_1,1925-01-01,source_held_in,61,0,axis_1,-4.350742340087891
S0_set_1,1925-01-01,source_held_in,61,1,axis_2,1.5254799127578735
S0_set_1,1925-01-01,source_held_in,61,2,axis_3,0.7528637647628784
S0_set_1,1925-01-01,source_held_in,61,3,axis_4,-0.06621011346578598
S0_set_1,1925-01-01,source_held_in,62,0,axis_1,0.06124619394540787
S0_set_1,1925-01-01,source_held_in,62,1,axis_2,0.12513354420661926
S0_set_1,1925-01-01,source_held_in,62,2,axis_3,-0.0971674844622612
S0_set_1,1925-01-01,source_held_in,62,3,axis_4,0.08575833588838577
S0_set_1,1925-01-01,source_held_in,63,0,axis_1,-0.33823275566101074
S0_set_1,1925-01-01,source_held_in,63,1,axis_2,0.37807831168174744
S0_set_1,1925-01-01,source_held_in,63,2,axis_3,0.367474228143692
S0_set_1,1925-01-01,source_held_in,63,3,axis_4,0.16110853850841522
S0_set_1,1925-01-01,source_held_in,64,0,axis_1,-0.7572687268257141
S0_set_1,1925-01-01,source_held_in,64,1,axis_2,-0.46225041151046753
S0_set_1,1925-01-01,source_held_in,64,2,axis_3,0.21228007972240448
S0_set_1,1925-01-01,source_held_in,64,3,axis_4,0.19740357995033264
S0_set_1,1925-01-01,source_held_in,65,0,axis_1,0.3831563889980316
S0_set_1,1925-01-01,source_held_in,65,1,axis_2,-0.9196624159812927
S0_set_1,1925-01-01,source_held_in,65,2,axis_3,-0.15442980825901031
S0_set_1,1925-01-01,source_held_in,65,3,axis_4,0.2092195600271225
S0_set_1,1925-01-01,source_held_in,66,0,axis_1,0.08945084363222122
S0_set_1,1925-01-01,source_held_in,66,1,axis_2,-0.040468521416187286
S0_set_1,1925-01-01,source_held_in,66,2,axis_3,-0.08576150238513947
S0_set_1,1925-01-01,source_held_in,66,3,axis_4,-0.0016093070153146982
S0_set_1,1925-01-01,source_held_in,67,0,axis_1,0.18218007683753967
S0_set_1,1925-01-01,source_held_in,67,1,axis_2,0.18971148133277893
S0_set_1,1925-01-01,source_held_in,67,2,axis_3,-0.12014885246753693
S0_set_1,1925-01-01,source_held_in,67,3,axis_4,0.5662462115287781
S0_set_1,1925-01-01,source_held_in,68,0,axis_1,0.8465242981910706
S0_set_1,1925-01-01,source_held_in,68,1,axis_2,0.731347918510437
S0_set_1,1925-01-01,source_held_in,68,2,axis_3,-0.8203530311584473
S0_set_1,1925-01-01,source_held_in,68,3,axis_4,4.921733856201172
S0_set_1,1925-01-01,source_held_in,69,0,axis_1,0.0757567510008812
S0_set_1,1925-01-01,source_held_in,69,1,axis_2,-0.06260740011930466
S0_set_1,1925-01-01,source_held_in,69,2,axis_3,1.1059517860412598
S0_set_1,1925-01-01,source_held_in,69,3,axis_4,0.2755911648273468
S0_set_1,1925-01-01,source_held_in,70,0,axis_1,-0.3605952560901642
S0_set_1,1925-01-01,source_held_in,70,1,axis_2,-0.1492508202791214
S0_set_1,1925-01-01,source_held_in,70,2,axis_3,-0.878047525882721
S0_set_1,1925-01-01,source_held_in,70,3,axis_4,-0.9964354634284973
S0_set_1,1925-01-01,source_held_in,71,0,axis_1,-0.014653442427515984
S0_set_1,1925-01-01,source_held_in,71,1,axis_2,0.06676623225212097
S0_set_1,1925-01-01,source_held_in,71,2,axis_3,0.47695812582969666
S0_set_1,1925-01-01,source_held_in,71,3,axis_4,0.2730342447757721
S0_set_1,1925-01-01,source_held_in,72,0,axis_1,-0.4013986885547638
S0_set_1,1925-01-01,source_held_in,72,1,axis_2,0.3886525630950928
S0_set_1,1925-01-01,source_held_in,72,2,axis_3,0.06788323074579239
S0_set_1,1925-01-01,source_held_in,72,3,axis_4,-0.25780853629112244
S0_set_1,1925-01-01,source_held_in,73,0,axis_1,-0.001577576738782227
S0_set_1,1925-01-01,source_held_in,73,1,axis_2,0.15710794925689697
S0_set_1,1925-01-01,source_held_in,73,2,axis_3,0.17314647138118744
S0_set_1,1925-01-01,source_held_in,73,3,axis_4,-0.16192130744457245
S0_set_1,1925-01-01,source_held_in,74,0,axis_1,0.1489509791135788
S0_set_1,1925-01-01,source_held_in,74,1,axis_2,0.158727765083313
S0_set_1,1925-01-01,source_held_in,74,2,axis_3,-0.12178079038858414
S0_set_1,1925-01-01,source_held_in,74,3,axis_4,0.07762197405099869
S0_set_1,1925-01-01,source_held_in,75,0,axis_1,0.00933055579662323
S0_set_1,1925-01-01,source_held_in,75,1,axis_2,-0.0907348170876503
S0_set_1,1925-01-01,source_held_in,75,2,axis_3,-0.2480441927909851
S0_set_1,1925-01-01,source_held_in,75,3,axis_4,0.03228766843676567
S0_set_1,1925-01-01,source_held_in,76,0,axis_1,0.23978550732135773
S0_set_1,1925-01-01,source_held_in,76,1,axis_2,0.07082265615463257
S0_set_1,1925-01-01,source_held_in,76,2,axis_3,-0.26484355330467224
S0_set_1,1925-01-01,source_held_in,76,3,axis_4,-0.39819779992103577
S0_set_1,1925-01-01,source_held_in,77,0,axis_1,-0.06962154805660248
S0_set_1,1925-01-01,source_held_in,77,1,axis_2,-0.07330812513828278
S0_set_1,1925-01-01,source_held_in,77,2,axis_3,0.4018033444881439
S0_set_1,1925-01-01,source_held_in,77,3,axis_4,0.08269267529249191
S0_set_1,1925-01-01,source_held_in,78,0,axis_1,0.16073556244373322
S0_set_1,1925-01-01,source_held_in,78,1,axis_2,0.03575451672077179
S0_set_1,1925-01-01,source_held_in,78,2,axis_3,-0.10575801134109497
S0_set_1,1925-01-01,source_held_in,78,3,axis_4,0.10324399918317795
S0_set_1,1925-01-01,source_held_in,79,0,axis_1,0.1043846532702446
S0_set_1,1925-01-01,source_held_in,79,1,axis_2,0.05177794769406319
S0_set_1,1925-01-01,source_held_in,79,2,axis_3,-0.38841208815574646
S0_set_1,1925-01-01,source_held_in,79,3,axis_4,-0.11776857078075409
S0_set_1,1925-01-01,source_held_in,80,0,axis_1,0.0949837937951088
S0_set_1,1925-01-01,source_held_in,80,1,axis_2,-0.32186752557754517
S0_set_1,1925-01-01,source_held_in,80,2,axis_3,0.1435784101486206
S0_set_1,1925-01-01,source_held_in,80,3,axis_4,0.10121336579322815
S0_set_1,1925-01-01,source_held_in,81,0,axis_1,0.20818722248077393
S0_set_1,1925-01-01,source_held_in,81,1,axis_2,0.07402709126472473
S0_set_1,1925-01-01,source_held_in,81,2,axis_3,-0.5750518441200256
S0_set_1,1925-01-01,source_held_in,81,3,axis_4,-0.02295527793467045
S0_set_1,1925-01-01,source_held_in,82,0,axis_1,0.07736199349164963
S0_set_1,1925-01-01,source_held_in,82,1,axis_2,-0.27918922901153564
S0_set_1,1925-01-01,source_held_in,82,2,axis_3,0.22525465488433838
S0_set_1,1925-01-01,source_held_in,82,3,axis_4,-0.04504624754190445
S0_set_1,1925-01-01,source_held_in,83,0,axis_1,0.11888500303030014
S0_set_1,1925-01-01,source_held_in,83,1,axis_2,-0.3799937665462494
S0_set_1,1925-01-01,source_held_in,83,2,axis_3,0.03647196292877197
S0_set_1,1925-01-01,source_held_in,83,3,axis_4,0.17993058264255524
S0_set_1,1925-01-01,source_held_in,84,0,axis_1,-0.3961423337459564
S0_set_1,1925-01-01,source_held_in,84,1,axis_2,-0.22883053123950958
S0_set_1,1925-01-01,source_held_in,84,2,axis_3,0.1477729082107544
S0_set_1,1925-01-01,source_held_in,84,3,axis_4,-0.39488962292671204
S0_set_1,1925-01-01,source_held_in,85,0,axis_1,0.20618900656700134
S0_set_1,1925-01-01,source_held_in,85,1,axis_2,-0.5647284388542175
S0_set_1,1925-01-01,source_held_in,85,2,axis_3,0.5910421013832092
S0_set_1,1925-01-01,source_held_in,85,3,axis_4,0.03988721966743469
S0_set_1,1925-01-01,source_held_in,86,0,axis_1,0.3344496488571167
S0_set_1,1925-01-01,source_held_in,86,1,axis_2,-0.031566306948661804
S0_set_1,1925-01-01,source_held_in,86,2,axis_3,-0.5040807127952576
S0_set_1,1925-01-01,source_held_in,86,3,axis_4,-0.7219154834747314
S0_set_1,1925-01-01,source_held_in,87,0,axis_1,-0.5724785327911377
S0_set_1,1925-01-01,source_held_in,87,1,axis_2,-0.12397165596485138
S0_set_1,1925-01-01,source_held_in,87,2,axis_3,0.40897637605667114
S0_set_1,1925-01-01,source_held_in,87,3,axis_4,0.31646692752838135
S0_set_1,1925-01-01,source_held_in,88,0,axis_1,0.20945341885089874
S0_set_1,1925-01-01,source_held_in,88,1,axis_2,-0.5186388492584229
S0_set_1,1925-01-01,source_held_in,88,2,axis_3,0.049062591046094894
S0_set_1,1925-01-01,source_held_in,88,3,axis_4,0.8511666655540466
S0_set_1,1925-01-01,source_held_in,89,0,axis_1,0.6478767395019531
S0_set_1,1925-01-01,source_held_in,89,1,axis_2,-0.1651516556739807
S0_set_1,1925-01-01,source_held_in,89,2,axis_3,-0.9241273403167725
S0_set_1,1925-01-01,source_held_in,89,3,axis_4,1.2771546840667725
S0_set_1,1925-01-01,source_held_in,90,0,axis_1,0.6078161597251892
S0_set_1,1925-01-01,source_held_in,90,1,axis_2,0.7049144506454468
S0_set_1,1925-01-01,source_held_in,90,2,axis_3,0.27664121985435486
