left_tag,right_tag,replicate,shuffle_seed,flattened_r_electrode_row_shuffle
Run1_20201019,Run2_20201019,47,20260914,-0.08090231078333532
Run1_20201019,Run2_20201019,48,20260914,-0.08151602846633628
Run1_20201019,Run2_20201019,49,20260914,-0.046223169047876746
Run1_20201019,Run2_20201019,50,20260914,-0.04184868236654741
Run1_20201019,Run2_20201019,51,20260914,-0.08958702423970473
Run1_20201019,Run2_20201019,52,20260914,0.06500430306096383
Run1_20201019,Run2_20201019,53,20260914,-0.03826586361318849
Run1_20201019,Run2_20201019,54,20260914,-0.001126222986418849
Run1_20201019,Run2_20201019,55,20260914,0.007359483655387235
Run1_20201019,Run2_20201019,56,20260914,-0.08160234465343408
Run1_20201019,Run2_20201019,57,20260914,0.09583254178199015
Run1_20201019,Run2_20201019,58,20260914,0.040841522778214574
Run1_20201019,Run2_20201019,59,20260914,0.031122987449024364
Run1_20201019,Run2_20201019,60,20260914,-0.10960452856240056
Run1_20201019,Run2_20201019,61,20260914,-0.03853353795634197
Run1_20201019,Run2_20201019,62,20260914,-0.00830231745755081
Run1_20201019,Run2_20201019,63,20260914,0.07216016647517311
Run1_20201019,Run2_20201019,64,20260914,-0.026916080351686248
Run1_20201019,Run2_20201019,65,20260914,-0.045730970290731414
Run1_20201019,Run2_20201019,66,20260914,-0.07942990446818815
Run1_20201019,Run2_20201019,67,20260914,-0.09070672012032728
Run1_20201019,Run2_20201019,68,20260914,-0.06608622474892739
Run1_20201019,Run2_20201019,69,20260914,0.09075878920921557
Run1_20201019,Run2_20201019,70,20260914,-0.08190303499686247
Run1_20201019,Run2_20201019,71,20260914,-0.02200794221566649
Run1_20201019,Run2_20201019,72,20260914,0.039920391880217544
Run1_20201019,Run2_20201019,73,20260914,-0.06434786524417332
Run1_20201019,Run2_20201019,74,20260914,-0.037969620843049785
Run1_20201019,Run2_20201019,75,20260914,-0.04417283409042706
Run1_20201019,Run2_20201019,76,20260914,-0.06341735039949704
Run1_20201019,Run2_20201019,77,20260914,0.029904838154161055
Run1_20201019,Run2_20201019,78,20260914,0.056853167600893685
Run1_20201019,Run2_20201019,79,20260914,0.032266995680805884
Run1_20201019,Run2_20201019,80,20260914,0.04672984084502271
Run1_20201019,Run2_20201019,81,20260914,-0.022707327261177926
Run1_20201019,Run2_20201019,82,20260914,0.009820723130624261
Run1_20201019,Run2_20201019,83,20260914,-0.03798429694993513
Run1_20201019,Run2_20201019,84,20260914,-0.05505758208608094
Run1_20201019,Run2_20201019,85,20260914,0.04303340650826361
Run1_20201019,Run2_20201019,86,20260914,-0.07526714081054643
Run1_20201019,Run2_20201019,87,20260914,0.08270727531154858
Run1_20201019,Run2_20201019,88,20260914,-0.0005530078507604037
Run1_20201019,Run2_20201019,89,20260914,0.06102414856686466
Run1_20201019,Run2_20201019,90,20260914,-0.02488617316156975
Run1_20201019,Run2_20201019,91,20260914,0.32427856949823713
Run1_20201019,Run2_20201019,92,20260914,-0.06875566267930447
Run1_20201019,Run2_20201019,93,20260914,0.0036874089581872133
Run1_20201019,Run2_20201019,94,20260914,-0.0714713058763961
Run1_20201019,Run2_20201019,95,20260914,-0.03146212169043451
Run1_20201019,Run2_20201019,96,20260914,-0.0625146764486677
Run1_20201019,Run2_20201019,97,20260914,-0.08568887563286014
Run1_20201019,Run2_20201019,98,20260914,-0.07482384081863998
Run1_20201019,Run2_20201019,99,20260914,-0.03607549431520397
Run1_20201019,Run2_20201019,100,20260914,-0.030976881957889543
Run1_20201019,Run2_20201019,101,20260914,-0.04789114697170211
Run1_20201019,Run2_20201019,102,20260914,-0.011048149792981308
Run1_20201019,Run2_20201019,103,20260914,0.027786803482520415
Run1_20201019,Run2_20201019,104,20260914,0.04290990333115623
Run1_20201019,Run2_20201019,105,20260914,0.050228768899108704
Run1_20201019,Run2_20201019,106,20260914,0.10060536409309317
Run1_20201019,Run2_20201019,107,20260914,0.10032563422135292
Run1_20201019,Run2_20201019,108,20260914,-0.08120352146768976
Run1_20201019,Run2_20201019,109,20260914,-0.054658865676277577
Run1_20201019,Run2_20201019,110,20260914,0.020222172505265312
Run1_20201019,Run2_20201019,111,20260914,0.09878580107708722
Run1_20201019,Run2_20201019,112,20260914,0.046336559409873655
Run1_20201019,Run2_20201019,113,20260914,-0.05723096284581723
Run1_20201019,Run2_20201019,114,20260914,-0.053754499162426576
Run1_20201019,Run2_20201019,115,20260914,-0.06981498993558942
Run1_20201019,Run2_20201019,116,20260914,-0.007758254669209838
Run1_20201019,Run2_20201019,117,20260914,-0.09654902097260969
Run1_20201019,Run2_20201019,118,20260914,0.008343963918513778
Run1_20201019,Run2_20201019,119,20260914,-0.01312337201209693
Run1_20201019,Run2_20201019,120,20260914,-0.061161801407387036
Run1_20201019,Run2_20201019,121,20260914,-0.11303115676924211
Run1_20201019,Run2_20201019,122,20260914,-0.05004930754138929
Run1_20201019,Run2_20201019,123,20260914,0.2672007830282268
Run1_20201019,Run2_20201019,124,20260914,-0.058689570408286464
Run1_20201019,Run2_20201019,125,20260914,0.026788046276592786
Run1_20201019,Run2_20201019,126,20260914,0.08229658321536672
Run1_20201019,Run2_20201019,127,20260914,-0.03435677939208544
Run1_20201019,Run2_20201019,128,20260914,0.050008522987707374
Run1_20201019,Run2_20201019,129,20260914,0.010437106083105323
Run1_20201019,Run2_20201019,130,20260914,-0.07149364283892805
Run1_20201019,Run2_20201019,131,20260914,-0.04046558117278977
Run1_20201019,Run2_20201019,132,20260914,-0.0026202766875767164
Run1_20201019,Run2_20201019,133,20260914,-0.07068431203927068
Run1_20201019,Run2_20201019,134,20260914,0.008834457340472238
Run1_20201019,Run2_20201019,135,20260914,-0.10241142773097685
Run1_20201019,Run2_20201019,136,20260914,-0.02189304360447483
Run1_20201019,Run2_20201019,137,20260914,-0.02092824019252888
Run1_20201019,Run2_20201019,138,20260914,0.03846620256773524
Run1_20201019,Run2_20201019,139,20260914,-0.05004931660970772
Run1_20201019,Run2_20201019,140,20260914,-0.009460888305392427
Run1_20201019,Run2_20201019,141,20260914,0.05311848002399281
Run1_20201019,Run2_20201019,142,20260914,0.057128129604562254
Run1_20201019,Run2_20201019,143,20260914,0.061856982763422816
Run1_20201019,Run2_20201019,144,20260914,0.006491912230081245
Run1_20201019,Run2_20201019,145,20260914,0.011295878295346638
Run1_20201019,Run2_20201019,146,20260914,0.00312468339237029
Run1_20201019,Run2_20201019,147,20260914,0.0019944225788459443
Run1_20201019,Run2_20201019,148,20260914,0.08298179760676527
Run1_20201019,Run2_20201019,149,20260914,-0.010544992305582737
Run1_20201019,Run2_20201019,150,20260914,0.051707442692911054
Run1_20201019,Run2_20201019,151,20260914,-0.05876939100458119
Run1_20201019,Run2_20201019,152,20260914,0.05781182416306807
Run1_20201019,Run2_20201019,153,20260914,-0.051121716393093805
Run1_20201019,Run2_20201019,154,20260914,0.014329287143937802
Run1_20201019,Run2_20201019,155,20260914,-0.0007759587961869025
Run1_20201019,Run2_20201019,156,20260914,-0.006656968246648291
Run1_20201019,Run2_20201019,157,20260914,-0.016970528777006527
Run1_20201019,Run2_20201019,158,20260914,-0.08421009050898048
Run1_20201019,Run2_20201019,159,20260914,-0.04938073204603731
Run1_20201019,Run2_20201019,160,20260914,0.11661554785636133
Run1_20201019,Run2_20201019,161,20260914,-0.00011457127480042792
Run1_20201019,Run2_20201019,162,20260914,0.05101067156365924
Run1_20201019,Run2_20201019,163,20260914,-0.09413588476178773
Run1_20201019,Run2_20201019,164,20260914,0.03458134096299203
Run1_20201019,Run2_20201019,165,20260914,-0.012852621683583473
Run1_20201019,Run2_20201019,166,20260914,-0.0939280177609195
Run1_20201019,Run2_20201019,167,20260914,0.0037926737287497054
Run1_20201019,Run2_20201019,168,20260914,-0.08322105246720343
Run1_20201019,Run2_20201019,169,20260914,-0.03925412756866553
Run1_20201019,Run2_20201019,170,20260914,-0.04580592877426038
Run1_20201019,Run2_20201019,171,20260914,-0.07033703398521712
Run1_20201019,Run2_20201019,172,20260914,-0.014520636491754096
Run1_20201019,Run2_20201019,173,20260914,0.02093982331153696
Run1_20201019,Run2_20201019,174,20260914,0.06268081873386781
Run1_20201019,Run2_20201019,175,20260914,-0.02440998498945273
Run1_20201019,Run2_20201019,176,20260914,0.01284813180791591
Run1_20201019,Run2_20201019,177,20260914,-0.0672147560095351
Run1_20201019,Run2_20201019,178,20260914,-0.08207827733196638
Run1_20201019,Run2_20201019,179,20260914,0.05602076639623809
Run1_20201019,Run2_20201019,180,20260914,-0.04943818353480886
Run1_20201019,Run2_20201019,181,20260914,0.024444950746846838
Run1_20201019,Run2_20201019,182,20260914,0.01924497014136495
Run1_20201019,Run2_20201019,183,20260914,-0.08027999166274966
Run1_20201019,Run2_20201019,184,20260914,-0.01720958569664346
Run1_20201019,Run2_20201019,185,20260914,0.06535379865018688
Run1_20201019,Run2_20201019,186,20260914,-0.0478577478096574
Run1_20201019,Run2_20201019,187,20260914,-0.06295811866632098
Run1_20201019,Run2_20201019,188,20260914,-0.01617494967724397
Run1_20201019,Run2_20201019,189,20260914,-0.03691640048235104
Run1_20201019,Run2_20201019,190,20260914,-0.049968101954604105
Run1_20201019,Run2_20201019,191,20260914,0.06750200231451584
Run1_20201019,Run2_20201019,192,20260914,0.12741167782637625
Run1_20201019,Run2_20201019,193,20260914,0.08729895933806225
Run1_20201019,Run2_20201019,194,20260914,-0.02697430219691245
Run1_20201019,Run2_20201019,195,20260914,-0.03897885004630385
Run1_20201019,Run2_20201019,196,20260914,-0.05560877215225211
Run1_20201019,Run2_20201019,197,20260914,0.13424585435304295
Run1_20201019,Run2_20201019,198,20260914,-0.03800416869526727
Run1_20201019,Run2_20201019,199,20260914,-0.0901947338605541
Run1_20201019,Run1_20201020,0,20260914,-0.025186211881056585
Run1_20201019,Run1_20201020,1,20260914,-0.058833645837624
Run1_20201019,Run1_20201020,2,20260914,-0.05148485866501549
Run1_20201019,Run1_20201020,3,20260914,-0.0010131769425337344
Run1_20201019,Run1_20201020,4,20260914,0.03594555772189362
Run1_20201019,Run1_20201020,5,20260914,-0.028388060425724525
Run1_20201019,Run1_20201020,6,20260914,-0.0331481501681423
Run1_20201019,Run1_20201020,7,20260914,0.029851102919058396
Run1_20201019,Run1_20201020,8,20260914,0.016054658244390722
Run1_20201019,Run1_20201020,9,20260914,-0.06389401585651422
Run1_20201019,Run1_20201020,10,20260914,0.1951242334275422
Run1_20201019,Run1_20201020,11,20260914,0.026959932435647715
Run1_20201019,Run1_20201020,12,20260914,-0.032978673391662654
Run1_20201019,Run1_20201020,13,20260914,-0.058668677715949726
Run1_20201019,Run1_20201020,14,20260914,0.030092846888293272
Run1_20201019,Run1_20201020,15,20260914,-0.007728100973545752
Run1_20201019,Run1_20201020,16,20260914,-0.04434969929352437
Run1_20201019,Run1_20201020,17,20260914,0.0031114431622453597
Run1_20201019,Run1_20201020,18,20260914,-0.02309346801550728
Run1_20201019,Run1_20201020,19,20260914,0.03714810082518015
Run1_20201019,Run1_20201020,20,20260914,-0.02895525162930813
Run1_20201019,Run1_20201020,21,20260914,-0.03473585551928936
Run1_20201019,Run1_20201020,22,20260914,0.058654669550531974
Run1_20201019,Run1_20201020,23,20260914,-0.07696028936871142
Run1_20201019,Run1_20201020,24,20260914,-0.03549135321041975
Run1_20201019,Run1_20201020,25,20260914,0.007075615760526432
Run1_20201019,Run1_20201020,26,20260914,0.09833926075084619
Run1_20201019,Run1_20201020,27,20260914,-0.05156605733340296
Run1_20201019,Run1_20201020,28,20260914,-0.01815779933721735
Run1_20201019,Run1_20201020,29,20260914,0.03622748598704152
Run1_20201019,Run1_20201020,30,20260914,-0.019800732003263984
Run1_20201019,Run1_20201020,31,20260914,0.016048784660230204
Run1_20201019,Run1_20201020,32,20260914,0.06318118822208306
Run1_20201019,Run1_20201020,33,20260914,0.003089429580208445
Run1_20201019,Run1_20201020,34,20260914,0.08624622070534324
Run1_20201019,Run1_20201020,35,20260914,-0.05836046561256394
Run1_20201019,Run1_20201020,36,20260914,-0.0013404594377236952
Run1_20201019,Run1_20201020,37,20260914,-0.017622519587080623
Run1_20201019,Run1_20201020,38,20260914,0.018267507842991585
Run1_20201019,Run1_20201020,39,20260914,-0.02159711405589574
Run1_20201019,Run1_20201020,40,20260914,0.014104413829255782
Run1_20201019,Run1_20201020,41,20260914,-0.011831857025751593
Run1_20201019,Run1_20201020,42,20260914,-0.03346959251543322
Run1_20201019,Run1_20201020,43,20260914,0.049447211196376885
Run1_20201019,Run1_20201020,44,20260914,0.19506696793747794
Run1_20201019,Run1_20201020,45,20260914,-0.04101390252747477
Run1_20201019,Run1_20201020,46,20260914,-0.013457549342823772
Run1_20201019,Run1_20201020,47,20260914,0.02857242957297095
Run1_20201019,Run1_20201020,48,20260914,0.007520014771812541
Run1_20201019,Run1_20201020,49,20260914,-0.0027800274397031177
Run1_20201019,Run1_20201020,50,20260914,-0.02276267969949218
Run1_20201019,Run1_20201020,51,20260914,-0.03288859306147288
Run1_20201019,Run1_20201020,52,20260914,-0.015140318773434457
Run1_20201019,Run1_20201020,53,20260914,-0.036488596203297405
Run1_20201019,Run1_20201020,54,20260914,-0.05115459155731275
Run1_20201019,Run1_20201020,55,20260914,-0.033843210180392456
Run1_20201019,Run1_20201020,56,20260914,-0.05885941899276864
Run1_20201019,Run1_20201020,57,20260914,-0.06535149898291373
Run1_20201019,Run1_20201020,58,20260914,-0.056885277811028624
Run1_20201019,Run1_20201020,59,20260914,-0.012254742811450196
Run1_20201019,Run1_20201020,60,20260914,-0.00697937922658276
Run1_20201019,Run1_20201020,61,20260914,0.03086035007053778
Run1_20201019,Run1_20201020,62,20260914,-0.052390034688451236
Run1_20201019,Run1_20201020,63,20260914,0.04202513315563199
Run1_20201019,Run1_20201020,64,20260914,-0.05322352756795419
Run1_20201019,Run1_20201020,65,20260914,-0.00414732455024226
Run1_20201019,Run1_20201020,66,20260914,-0.0008797528875992157
Run1_20201019,Run1_20201020,67,20260914,-0.08096921112568004
Run1_20201019,Run1_20201020,68,20260914,-0.06593306648032156
Run1_20201019,Run1_20201020,69,20260914,0.019500784700605157
Run1_20201019,Run1_20201020,70,20260914,0.02683056830061791
Run1_20201019,Run1_20201020,71,20260914,-0.044813237893989104
Run1_20201019,Run1_20201020,72,20260914,-0.005336170877883849
Run1_20201019,Run1_20201020,73,20260914,-0.015595471199604005
Run1_20201019,Run1_20201020,74,20260914,0.06789807573745625
Run1_20201019,Run1_20201020,75,20260914,-0.030168642913342817
Run1_20201019,Run1_20201020,76,20260914,-0.07014103488462962
Run1_20201019,Run1_20201020,77,20260914,-0.017550339045199072
Run1_20201019,Run1_20201020,78,20260914,-0.03839584538254526
Run1_20201019,Run1_20201020,79,20260914,0.038606917328297394
Run1_20201019,Run1_20201020,80,20260914,-0.07371223330769906
Run1_20201019,Run1_20201020,81,20260914,-0.006950440048855636
Run1_20201019,Run1_20201020,82,20260914,0.010011313702530555
Run1_20201019,Run1_20201020,83,20260914,0.07906346046632415
Run1_20201019,Run1_20201020,84,20260914,0.02980995322896357
Run1_20201019,Run1_20201020,85,20260914,-0.025893518559610914
Run1_20201019,Run1_20201020,86,20260914,-0.012485107941949002
Run1_20201019,Run1_20201020,87,20260914,-0.024501436237584297
Run1_20201019,Run1_20201020,88,20260914,0.0019004553149907747
Run1_20201019,Run1_20201020,89,20260914,0.056562215732579794
Run1_20201019,Run1_20201020,90,20260914,-0.04689241177856015
Run1_20201019,Run1_20201020,91,20260914,-0.001042970066363681
Run1_20201019,Run1_20201020,92,20260914,-0.03779538097294711
Run1_20201019,Run1_20201020,93,20260914,-0.0011112744821247305
Run1_20201019,Run1_20201020,94,20260914,-0.025835167565108626
Run1_20201019,Run1_20201020,95,20260914,-0.04974615969754311
Run1_20201019,Run1_20201020,96,20260914,-0.014767265852888272
Run1_20201019,Run1_20201020,97,20260914,-0.01156522306801976
Run1_20201019,Run1_20201020,98,20260914,-0.029698471762019358
Run1_20201019,Run1_20201020,99,20260914,0.007387734047098809
Run1_20201019,Run1_20201020,100,20260914,0.10103750328718339
Run1_20201019,Run1_20201020,101,20260914,-0.05945999842531908
Run1_20201019,Run1_20201020,102,20260914,-0.046696274229486384
Run1_20201019,Run1_20201020,103,20260914,0.07731978083220942
Run1_20201019,Run1_20201020,104,20260914,-0.051446382212166686
Run1_20201019,Run1_20201020,105,20260914,-0.025025391683612168
Run1_20201019,Run1_20201020,106,20260914,0.02448278784100341
Run1_20201019,Run1_20201020,107,20260914,-0.016815896516758896
Run1_20201019,Run1_20201020,108,20260914,-0.016897436930204943
Run1_20201019,Run1_20201020,109,20260914,-0.06547881891071568
Run1_20201019,Run1_20201020,110,20260914,-0.05192319181444246
Run1_20201019,Run1_20201020,111,20260914,0.14490383263072537
Run1_20201019,Run1_20201020,112,20260914,0.008474334531504599
Run1_20201019,Run1_20201020,113,20260914,-0.02242467154950246
Run1_20201019,Run1_20201020,114,20260914,-0.03182968522282389
Run1_20201019,Run1_20201020,115,20260914,-0.05611784078240001
Run1_20201019,Run1_20201020,116,20260914,0.021851578154619994
Run1_20201019,Run1_20201020,117,20260914,0.008417362843681967
Run1_20201019,Run1_20201020,118,20260914,-0.07253669043511804
Run1_20201019,Run1_20201020,119,20260914,0.15048174054662491
Run1_20201019,Run1_20201020,120,20260914,-0.026857191004162787
Run1_20201019,Run1_20201020,121,20260914,0.04552307560997167
Run1_20201019,Run1_20201020,122,20260914,0.04299378976901822
Run1_20201019,Run1_20201020,123,20260914,0.15614438435505018
Run1_20201019,Run1_20201020,124,20260914,-0.06411665783439714
Run1_20201019,Run1_20201020,125,20260914,-0.004667517151638824
Run1_20201019,Run1_20201020,126,20260914,-0.06656847107049754
Run1_20201019,Run1_20201020,127,20260914,-0.03884089273837461
Run1_20201019,Run1_20201020,128,20260914,0.2286644348223096
Run1_20201019,Run1_20201020,129,20260914,-0.024529401479470584
Run1_20201019,Run1_20201020,130,20260914,0.1907894228702259
Run1_20201019,Run1_20201020,131,20260914,0.016035907653249026
Run1_20201019,Run1_20201020,132,20260914,-0.025876355676998638
Run1_20201019,Run1_20201020,133,20260914,0.07827497135831872
Run1_20201019,Run1_20201020,134,20260914,0.02019341656064762
Run1_20201019,Run1_20201020,135,20260914,-0.02721059146722336
Run1_20201019,Run1_20201020,136,20260914,-0.03907532171347517
Run1_20201019,Run1_20201020,137,20260914,-0.0779107526174225
Run1_20201019,Run1_20201020,138,20260914,0.1331180084640642
Run1_20201019,Run1_20201020,139,20260914,-0.061888028878520795
Run1_20201019,Run1_20201020,140,20260914,-0.03905230761061653
Run1_20201019,Run1_20201020,141,20260914,-0.041060669991664155
Run1_20201019,Run1_20201020,142,20260914,-0.08666331396806135
Run1_20201019,Run1_20201020,143,20260914,0.028169630008249673
Run1_20201019,Run1_20201020,144,20260914,-0.05201401352978835
Run1_20201019,Run1_20201020,145,20260914,0.06471143737757155
Run1_20201019,Run1_20201020,146,20260914,-0.06386588094208617
Run1_20201019,Run1_20201020,147,20260914,0.030635349165419712
Run1_20201019,Run1_20201020,148,20260914,0.02270562924173957
Run1_20201019,Run1_20201020,149,20260914,-0.019080587368050964
Run1_20201019,Run1_20201020,150,20260914,0.028387124287306175
Run1_20201019,Run1_20201020,151,20260914,-0.01888490130543492
Run1_20201019,Run1_20201020,152,20260914,-0.06039475060394113
Run1_20201019,Run1_20201020,153,20260914,-0.047765817552370374
Run1_20201019,Run1_20201020,154,20260914,-0.00797355917450647
Run1_20201019,Run1_20201020,155,20260914,-0.0805557864980483
Run1_20201019,Run1_20201020,156,20260914,0.05263699315904141
Run1_20201019,Run1_20201020,157,20260914,-0.015268170736004266
Run1_20201019,Run1_20201020,158,20260914,0.04980363008718392
Run1_20201019,Run1_20201020,159,20260914,-0.06122326227328715
Run1_20201019,Run1_20201020,160,20260914,-0.05895565962213084
Run1_20201019,Run1_20201020,161,20260914,-0.0626806887042517
Run1_20201019,Run1_20201020,162,20260914,0.15787716324529594
Run1_20201019,Run1_20201020,163,20260914,-0.017505982527817016
Run1_20201019,Run1_20201020,164,20260914,-0.03281571958646718
Run1_20201019,Run1_20201020,165,20260914,-0.05433910892524734
Run1_20201019,Run1_20201020,166,20260914,0.0839250778571471
Run1_20201019,Run1_20201020,167,20260914,0.03976870853167225
Run1_20201019,Run1_20201020,168,20260914,-0.06314330703972042
Run1_20201019,Run1_20201020,169,20260914,-0.0054445399941874875
Run1_20201019,Run1_20201020,170,20260914,-0.02345771933324101
Run1_20201019,Run1_20201020,171,20260914,0.06694139842915517
Run1_20201019,Run1_20201020,172,20260914,0.014906764329294718
Run1_20201019,Run1_20201020,173,20260914,0.0038713333109966727
Run1_20201019,Run1_20201020,174,20260914,-0.061374553135383564
Run1_20201019,Run1_20201020,175,20260914,0.03256399904787964
Run1_20201019,Run1_20201020,176,20260914,-0.040578161144648454
Run1_20201019,Run1_20201020,177,20260914,-0.0244463163182856
Run1_20201019,Run1_20201020,178,20260914,0.011587882051362306
Run1_20201019,Run1_20201020,179,20260914,-0.06796506275724327
Run1_20201019,Run1_20201020,180,20260914,0.04600038252485202
Run1_20201019,Run1_20201020,181,20260914,-0.04068270774839535
Run1_20201019,Run1_20201020,182,20260914,0.16145276737876194
Run1_20201019,Run1_20201020,183,20260914,0.14843774973772975
Run1_20201019,Run1_20201020,184,20260914,-0.07370948296543749
Run1_20201019,Run1_20201020,185,20260914,0.08491029098286734
Run1_20201019,Run1_20201020,186,20260914,-0.07936850975815148
Run1_20201019,Run1_20201020,187,20260914,-0.02467631948162585
Run1_20201019,Run1_20201020,188,20260914,-0.036414930241299326
Run1_20201019,Run1_20201020,189,20260914,-0.04186984033578656
Run1_20201019,Run1_20201020,190,20260914,-0.013694485933603118
Run1_20201019,Run1_20201020,191,20260914,-0.06022884529512084
Run1_20201019,Run1_20201020,192,20260914,-0.05022447156806727
Run1_20201019,Run1_20201020,193,20260914,-0.07360692501706574
Run1_20201019,Run1_20201020,194,20260914,-0.010625703712247773
Run1_20201019,Run1_20201020,195,20260914,0.05841542096810501
Run1_20201019,Run1_20201020,196,20260914,-0.017408075578987013
Run1_20201019,Run1_20201020,197,20260914,-0.06483725657825273
Run1_20201019,Run1_20201020,198,20260914,0.023859417166350285
Run1_20201019,Run1_20201020,199,20260914,0.030872480488423774
Run1_20201019,Run2_20201020,0,20260914,0.0016519317776374268
Run1_20201019,Run2_20201020,1,20260914,-0.0010219731505877803
Run1_20201019,Run2_20201020,2,20260914,-0.07729751494694422
Run1_20201019,Run2_20201020,3,20260914,0.04410912005034352
Run1_20201019,Run2_20201020,4,20260914,-0.026818052508348907
Run1_20201019,Run2_20201020,5,20260914,-0.0029038185061396825
Run1_20201019,Run2_20201020,6,20260914,-0.06903670355177027
Run1_20201019,Run2_20201020,7,20260914,0.016827135555439247
Run1_20201019,Run2_20201020,8,20260914,-0.0682991779123137
Run1_20201019,Run2_20201020,9,20260914,0.10188862986531877
Run1_20201019,Run2_20201020,10,20260914,-0.011197037084503564
Run1_20201019,Run2_20201020,11,20260914,-0.07057321333677696
Run1_20201019,Run2_20201020,12,20260914,-0.03974681302160401
Run1_20201019,Run2_20201020,13,20260914,-0.02748368322669391
Run1_20201019,Run2_20201020,14,20260914,-0.013200266226583513
Run1_20201019,Run2_20201020,15,20260914,0.040400927629262146
Run1_20201019,Run2_20201020,16,20260914,0.018098477796773003
Run1_20201019,Run2_20201020,17,20260914,-0.020552917489209257
Run1_20201019,Run2_20201020,18,20260914,-0.03341129429731297
Run1_20201019,Run2_20201020,19,20260914,0.07338380875896493
Run1_20201019,Run2_20201020,20,20260914,0.01811448820318874
Run1_20201019,Run2_20201020,21,20260914,0.15767392285751042
Run1_20201019,Run2_20201020,22,20260914,-0.04698531264401779
Run1_20201019,Run2_20201020,23,20260914,-0.005361680231916143
Run1_20201019,Run2_20201020,24,20260914,0.02060691518470248
Run1_20201019,Run2_20201020,25,20260914,-0.046024202232067025
Run1_20201019,Run2_20201020,26,20260914,0.006227079003755733
Run1_20201019,Run2_20201020,27,20260914,0.13588729970861285
Run1_20201019,Run2_20201020,28,20260914,-0.06851767301838346
Run1_20201019,Run2_20201020,29,20260914,-0.04799614572973421
Run1_20201019,Run2_20201020,30,20260914,-0.010750535962909969
Run1_20201019,Run2_20201020,31,20260914,-0.06992702099272118
Run1_20201019,Run2_20201020,32,20260914,0.02666764962430134
Run1_20201019,Run2_20201020,33,20260914,0.12245374547260547
Run1_20201019,Run2_20201020,34,20260914,-0.06347034851660434
Run1_20201019,Run2_20201020,35,20260914,-0.06175784373535242
Run1_20201019,Run2_20201020,36,20260914,-0.08616396558354694
Run1_20201019,Run2_20201020,37,20260914,-0.0032343464658076324
Run1_20201019,Run2_20201020,38,20260914,0.17707977934877192
