tag,date,run,source_or_public,channel_id,unit_mask,feature_index,feature,T_source_normalized,raw_coefficient_reconstructed
Run1_20201019,2020-10-19,Run1,source_held_in,10,True,1,m_sin_phi,0.21245433390140533,0.030079175187263774
Run1_20201019,2020-10-19,Run1,source_held_in,10,True,2,modulation_magnitude,-0.24825070798397064,0.030815130412903513
Run1_20201019,2020-10-19,Run1,source_held_in,10,True,3,baseline_rate,-0.4027723968029022,0.028519367275475993
Run1_20201019,2020-10-19,Run1,source_held_in,11,True,0,m_cos_phi,0.10942668467760086,-0.004016047989023552
Run1_20201019,2020-10-19,Run1,source_held_in,11,True,1,m_sin_phi,-0.09299606084823608,0.0010752293610680752
Run1_20201019,2020-10-19,Run1,source_held_in,11,True,2,modulation_magnitude,-0.4899323582649231,0.004157493848137239
Run1_20201019,2020-10-19,Run1,source_held_in,11,True,3,baseline_rate,-0.44940078258514404,0.015301171071900654
Run1_20201019,2020-10-19,Run1,source_held_in,12,True,0,m_cos_phi,0.1387263536453247,-0.0016945777143053675
Run1_20201019,2020-10-19,Run1,source_held_in,12,True,1,m_sin_phi,-0.10744303464889526,-0.00029657847637221124
Run1_20201019,2020-10-19,Run1,source_held_in,12,True,2,modulation_magnitude,-0.5120279788970947,0.0017203331294783908
Run1_20201019,2020-10-19,Run1,source_held_in,12,True,3,baseline_rate,-0.476052463054657,0.0077459633225647195
Run1_20201019,2020-10-19,Run1,source_held_in,13,True,0,m_cos_phi,0.06536567211151123,-0.007507088487086477
Run1_20201019,2020-10-19,Run1,source_held_in,13,True,1,m_sin_phi,-0.181649848818779,-0.007342863094475183
Run1_20201019,2020-10-19,Run1,source_held_in,13,True,2,modulation_magnitude,-0.432420015335083,0.010501141096613154
Run1_20201019,2020-10-19,Run1,source_held_in,13,True,3,baseline_rate,-0.4608869254589081,0.012045083871353945
Run1_20201019,2020-10-19,Run1,source_held_in,14,True,0,m_cos_phi,0.15769018232822418,-0.00019203635007714048
Run1_20201019,2020-10-19,Run1,source_held_in,14,True,1,m_sin_phi,-0.13974006474018097,-0.0033633327749955644
Run1_20201019,2020-10-19,Run1,source_held_in,14,True,2,modulation_magnitude,-0.4970826804637909,0.003368808855806149
Run1_20201019,2020-10-19,Run1,source_held_in,14,True,3,baseline_rate,-0.4220465421676636,0.02305554023506673
Run1_20201019,2020-10-19,Run1,source_held_in,15,True,0,m_cos_phi,0.1568092703819275,-0.00026183273242619265
Run1_20201019,2020-10-19,Run1,source_held_in,15,True,1,m_sin_phi,-0.11507299542427063,-0.001021078993604707
Run1_20201019,2020-10-19,Run1,source_held_in,15,True,2,modulation_magnitude,-0.5180680155754089,0.001054113321639516
Run1_20201019,2020-10-19,Run1,source_held_in,15,True,3,baseline_rate,-0.4762408435344696,0.007692561299283973
Run1_20201019,2020-10-19,Run1,source_held_in,16,True,0,m_cos_phi,0.3404478132724762,0.01428820942274589
Run1_20201019,2020-10-19,Run1,source_held_in,16,True,1,m_sin_phi,-0.1339036375284195,-0.0028091366712150734
Run1_20201019,2020-10-19,Run1,source_held_in,16,True,2,modulation_magnitude,-0.3956061005592346,0.014561738827057358
Run1_20201019,2020-10-19,Run1,source_held_in,16,True,3,baseline_rate,-0.42835408449172974,0.021267480652836568
Run1_20201019,2020-10-19,Run1,source_held_in,17,True,0,m_cos_phi,0.10884851962327957,-0.004061857140961966
Run1_20201019,2020-10-19,Run1,source_held_in,17,True,1,m_sin_phi,-0.07054093480110168,0.0032074487675131103
Run1_20201019,2020-10-19,Run1,source_held_in,17,True,2,modulation_magnitude,-0.4807024300098419,0.0051755606838146395
Run1_20201019,2020-10-19,Run1,source_held_in,17,True,3,baseline_rate,-0.4946686923503876,0.0024686420669910447
Run1_20201019,2020-10-19,Run1,source_held_in,18,True,0,m_cos_phi,0.19531510770320892,0.0027890603286169213
Run1_20201019,2020-10-19,Run1,source_held_in,18,True,1,m_sin_phi,-0.20212216675281525,-0.00928680558236139
Run1_20201019,2020-10-19,Run1,source_held_in,18,True,2,modulation_magnitude,-0.43971431255340576,0.009696575569956956
Run1_20201019,2020-10-19,Run1,source_held_in,18,True,3,baseline_rate,-0.4640648663043976,0.011144202468012843
Run1_20201019,2020-10-19,Run1,source_held_in,19,True,0,m_cos_phi,0.16543728113174438,0.0004217814922844454
Run1_20201019,2020-10-19,Run1,source_held_in,19,True,1,m_sin_phi,-0.16522005200386047,-0.005782776923541011
Run1_20201019,2020-10-19,Run1,source_held_in,19,True,2,modulation_magnitude,-0.47505804896354675,0.005798139428995652
Run1_20201019,2020-10-19,Run1,source_held_in,19,True,3,baseline_rate,-0.48268112540245056,0.005866872764088704
Run1_20201019,2020-10-19,Run1,source_held_in,20,True,0,m_cos_phi,0.14633572101593018,-0.0010916726036800384
Run1_20201019,2020-10-19,Run1,source_held_in,20,True,1,m_sin_phi,-0.12280145287513733,-0.0017549322315706384
Run1_20201019,2020-10-19,Run1,source_held_in,20,True,2,modulation_magnitude,-0.5088871717453003,0.0020667661146687166
Run1_20201019,2020-10-19,Run1,source_held_in,20,True,3,baseline_rate,-0.48430585861206055,0.00540629404186177
Run1_20201019,2020-10-19,Run1,source_held_in,21,True,0,m_cos_phi,0.11386098712682724,-0.003664709503379604
Run1_20201019,2020-10-19,Run1,source_held_in,21,True,1,m_sin_phi,0.00820949487388134,0.010685170961831941
Run1_20201019,2020-10-19,Run1,source_held_in,21,True,2,modulation_magnitude,-0.4252123534679413,0.011296150690070617
Run1_20201019,2020-10-19,Run1,source_held_in,21,True,3,baseline_rate,-0.4549185037612915,0.013737009673658207
Run1_20201019,2020-10-19,Run1,source_held_in,22,True,0,m_cos_phi,0.2406434863805771,0.006380516730960517
Run1_20201019,2020-10-19,Run1,source_held_in,22,True,1,m_sin_phi,-0.0331377312541008,0.006759058154996667
Run1_20201019,2020-10-19,Run1,source_held_in,22,True,2,modulation_magnitude,-0.44335561990737915,0.009294937100714495
Run1_20201019,2020-10-19,Run1,source_held_in,22,True,3,baseline_rate,-0.48334139585494995,0.005679699559566487
Run1_20201019,2020-10-19,Run1,source_held_in,23,True,0,m_cos_phi,0.14919990301132202,-0.0008647378430515218
Run1_20201019,2020-10-19,Run1,source_held_in,23,True,1,m_sin_phi,-0.09971459209918976,0.000437273346658662
Run1_20201019,2020-10-19,Run1,source_held_in,23,True,2,modulation_magnitude,-0.5188395380973816,0.0009690139068996295
Run1_20201019,2020-10-19,Run1,source_held_in,23,True,3,baseline_rate,-0.46798741817474365,0.010032239028337386
Run1_20201019,2020-10-19,Run1,source_held_in,24,True,0,m_cos_phi,0.08476995676755905,-0.005969648931683724
Run1_20201019,2020-10-19,Run1,source_held_in,24,True,1,m_sin_phi,-0.22628040611743927,-0.011580743576326435
Run1_20201019,2020-10-19,Run1,source_held_in,24,True,2,modulation_magnitude,-0.409503698348999,0.013028825134304256
Run1_20201019,2020-10-19,Run1,source_held_in,24,True,3,baseline_rate,-0.45033565163612366,0.015036154766206344
Run1_20201019,2020-10-19,Run1,source_held_in,25,True,0,m_cos_phi,0.1568092703819275,-0.00026183273242619265
Run1_20201019,2020-10-19,Run1,source_held_in,25,True,1,m_sin_phi,-0.11507299542427063,-0.001021078993604707
Run1_20201019,2020-10-19,Run1,source_held_in,25,True,2,modulation_magnitude,-0.5180680155754089,0.001054113321639516
Run1_20201019,2020-10-19,Run1,source_held_in,25,True,3,baseline_rate,-0.4762408435344696,0.007692561299283973
Run1_20201019,2020-10-19,Run1,source_held_in,26,True,0,m_cos_phi,0.008776913397014141,-0.011990726898961343
Run1_20201019,2020-10-19,Run1,source_held_in,26,True,1,m_sin_phi,-0.0869707241654396,0.0016473633040464675
Run1_20201019,2020-10-19,Run1,source_held_in,26,True,2,modulation_magnitude,-0.4178940951824188,0.012103359137363823
Run1_20201019,2020-10-19,Run1,source_held_in,26,True,3,baseline_rate,-0.4728744626045227,0.00864686162260675
Run1_20201019,2020-10-19,Run1,source_held_in,27,True,0,m_cos_phi,0.2406434863805771,0.006380516730960517
Run1_20201019,2020-10-19,Run1,source_held_in,27,True,1,m_sin_phi,-0.0331377312541008,0.006759058154996667
Run1_20201019,2020-10-19,Run1,source_held_in,27,True,2,modulation_magnitude,-0.44335561990737915,0.009294937100714495
Run1_20201019,2020-10-19,Run1,source_held_in,27,True,3,baseline_rate,-0.48334139585494995,0.005679699559566487
Run1_20201019,2020-10-19,Run1,source_held_in,28,True,0,m_cos_phi,0.21424348652362823,0.004288792930668306
Run1_20201019,2020-10-19,Run1,source_held_in,28,True,1,m_sin_phi,-0.1150115355849266,-0.0010152430939579515
Run1_20201019,2020-10-19,Run1,source_held_in,28,True,2,modulation_magnitude,-0.48766741156578064,0.004407318879843691
Run1_20201019,2020-10-19,Run1,source_held_in,28,True,3,baseline_rate,-0.4957669675350189,0.002157303455704529
Run1_20201019,2020-10-19,Run1,source_held_in,29,True,0,m_cos_phi,0.0927843227982521,-0.005334654982384834
Run1_20201019,2020-10-19,Run1,source_held_in,29,True,1,m_sin_phi,-0.13456469774246216,-0.0028719074351934992
Run1_20201019,2020-10-19,Run1,source_held_in,29,True,2,modulation_magnitude,-0.47269684076309204,0.006058582164256254
Run1_20201019,2020-10-19,Run1,source_held_in,29,True,3,baseline_rate,-0.44664812088012695,0.01608149451412544
Run1_20201019,2020-10-19,Run1,source_held_in,30,True,0,m_cos_phi,0.11130769550800323,-0.0038670118093311334
Run1_20201019,2020-10-19,Run1,source_held_in,30,True,1,m_sin_phi,-0.1545281857252121,-0.004767534135653895
Run1_20201019,2020-10-19,Run1,source_held_in,30,True,2,modulation_magnitude,-0.4719708561897278,0.006138658714899936
Run1_20201019,2020-10-19,Run1,source_held_in,30,True,3,baseline_rate,-0.49029120802879333,0.003709569576494154
Run1_20201019,2020-10-19,Run1,source_held_in,31,True,0,m_cos_phi,0.16011390089988708,-3.7094727289854745e-10
Run1_20201019,2020-10-19,Run1,source_held_in,31,True,1,m_sin_phi,-0.10431966930627823,-3.060708353430641e-10
Run1_20201019,2020-10-19,Run1,source_held_in,31,True,2,modulation_magnitude,-0.5276247262954712,2.176528290931401e-09
Run1_20201019,2020-10-19,Run1,source_held_in,31,True,3,baseline_rate,-0.5033770799636841,-8.180240484989554e-09
Run1_20201019,2020-10-19,Run1,source_held_in,32,True,0,m_cos_phi,-0.5548941493034363,-0.056651491435904866
Run1_20201019,2020-10-19,Run1,source_held_in,32,True,1,m_sin_phi,-1.7559022903442383,-0.1568255068088007
Run1_20201019,2020-10-19,Run1,source_held_in,32,True,2,modulation_magnitude,0.984100341796875,0.16674421881111812
Run1_20201019,2020-10-19,Run1,source_held_in,32,True,3,baseline_rate,2.7296745777130127,0.9165041862184538
Run1_20201019,2020-10-19,Run1,source_held_in,33,True,0,m_cos_phi,0.15435008704662323,-0.0004566786543811485
Run1_20201019,2020-10-19,Run1,source_held_in,33,True,1,m_sin_phi,-0.03108573891222477,0.006953904440162945
Run1_20201019,2020-10-19,Run1,source_held_in,33,True,2,modulation_magnitude,-0.46444395184516907,0.006968880952466394
Run1_20201019,2020-10-19,Run1,source_held_in,33,True,3,baseline_rate,-0.48061832785606384,0.006451633789780864
Run1_20201019,2020-10-19,Run1,source_held_in,34,True,0,m_cos_phi,-0.3757125437259674,-0.042454581171062156
Run1_20201019,2020-10-19,Run1,source_held_in,34,True,1,m_sin_phi,-0.20586182177066803,-0.009641903344259406
Run1_20201019,2020-10-19,Run1,source_held_in,34,True,2,modulation_magnitude,-0.13292425870895386,0.043535709602529504
Run1_20201019,2020-10-19,Run1,source_held_in,34,True,3,baseline_rate,-0.21583302319049835,0.08151286634537724
Run1_20201019,2020-10-19,Run1,source_held_in,35,True,0,m_cos_phi,0.21424348652362823,0.004288792930668306
Run1_20201019,2020-10-19,Run1,source_held_in,35,True,1,m_sin_phi,-0.1150115355849266,-0.0010152430939579515
Run1_20201019,2020-10-19,Run1,source_held_in,35,True,2,modulation_magnitude,-0.48766741156578064,0.004407318879843691
Run1_20201019,2020-10-19,Run1,source_held_in,35,True,3,baseline_rate,-0.4957669675350189,0.002157303455704529
Run1_20201019,2020-10-19,Run1,source_held_in,36,True,0,m_cos_phi,-0.4061500132083893,-0.04486620161356347
Run1_20201019,2020-10-19,Run1,source_held_in,36,True,1,m_sin_phi,-0.14442819356918335,-0.0038084925682708715
Run1_20201019,2020-10-19,Run1,source_held_in,36,True,2,modulation_magnitude,-0.11939896643161774,0.04502755776535994
Run1_20201019,2020-10-19,Run1,source_held_in,36,True,3,baseline_rate,-0.3239228427410126,0.05087160741138508
Run1_20201019,2020-10-19,Run1,source_held_in,37,True,0,m_cos_phi,-1.6301259994506836,-0.14184422113181938
Run1_20201019,2020-10-19,Run1,source_held_in,37,True,1,m_sin_phi,2.1785101890563965,0.21676538838050163
Run1_20201019,2020-10-19,Run1,source_held_in,37,True,2,modulation_magnitude,1.8209587335586548,0.25905022068518146
Run1_20201019,2020-10-19,Run1,source_held_in,37,True,3,baseline_rate,0.5630277395248413,0.30230400470724916
Run1_20201019,2020-10-19,Run1,source_held_in,38,True,0,m_cos_phi,0.23549330234527588,0.005972457542290144
Run1_20201019,2020-10-19,Run1,source_held_in,38,True,1,m_sin_phi,-0.10176657885313034,0.00024242759209303077
Run1_20201019,2020-10-19,Run1,source_held_in,38,True,2,modulation_magnitude,-0.4734330475330353,0.0059773780989627046
Run1_20201019,2020-10-19,Run1,source_held_in,38,True,3,baseline_rate,-0.4707104563713074,0.009260313246473473
Run1_20201019,2020-10-19,Run1,source_held_in,39,True,0,m_cos_phi,0.47447019815444946,0.024907066004131728
Run1_20201019,2020-10-19,Run1,source_held_in,39,True,1,m_sin_phi,-0.4170910120010376,-0.02969910443373358
Run1_20201019,2020-10-19,Run1,source_held_in,39,True,2,modulation_magnitude,-0.1762143224477768,0.03876078860760257
Run1_20201019,2020-10-19,Run1,source_held_in,39,True,3,baseline_rate,0.4553583264350891,0.2717819224290725
Run1_20201019,2020-10-19,Run1,source_held_in,40,True,0,m_cos_phi,0.05489211902022362,-0.008336928653502385
Run1_20201019,2020-10-19,Run1,source_held_in,40,True,1,m_sin_phi,-0.1893782913684845,-0.008076714917506056
Run1_20201019,2020-10-19,Run1,source_held_in,40,True,2,modulation_magnitude,-0.4223881959915161,0.011607657018832818
Run1_20201019,2020-10-19,Run1,source_held_in,40,True,3,baseline_rate,-0.46895188093185425,0.00975883351063267
Run1_20201019,2020-10-19,Run1,source_held_in,41,True,0,m_cos_phi,0.15165908634662628,-0.0006698919210965659
Run1_20201019,2020-10-19,Run1,source_held_in,41,True,1,m_sin_phi,-0.18370182812213898,-0.007537708141573285
Run1_20201019,2020-10-19,Run1,source_held_in,41,True,2,modulation_magnitude,-0.4590175449848175,0.0075674170091659665
Run1_20201019,2020-10-19,Run1,source_held_in,41,True,3,baseline_rate,-0.4636099636554718,0.011273158089490032
Run1_20201019,2020-10-19,Run1,source_held_in,42,True,0,m_cos_phi,0.1880166381597519,0.0022107882629927023
Run1_20201019,2020-10-19,Run1,source_held_in,42,True,1,m_sin_phi,-0.326414555311203,-0.021088950108351323
Run1_20201019,2020-10-19,Run1,source_held_in,42,True,2,modulation_magnitude,-0.3353818356990814,0.021204512753649984
Run1_20201019,2020-10-19,Run1,source_held_in,42,True,3,baseline_rate,-0.3337620496749878,0.048082392954160724
Run1_20201019,2020-10-19,Run1,source_held_in,43,True,0,m_cos_phi,0.17375436425209045,0.0010807603106974817
Run1_20201019,2020-10-19,Run1,source_held_in,43,True,1,m_sin_phi,-0.0757163017988205,0.002716023427711045
Run1_20201019,2020-10-19,Run1,source_held_in,43,True,2,modulation_magnitude,-0.5011230707168579,0.0029231512942127225
Run1_20201019,2020-10-19,Run1,source_held_in,43,True,3,baseline_rate,-0.4700671136379242,0.009442687787932336
Run1_20201019,2020-10-19,Run1,source_held_in,44,True,0,m_cos_phi,0.13542170822620392,-0.001956411256432533
Run1_20201019,2020-10-19,Run1,source_held_in,44,True,1,m_sin_phi,-0.11819636821746826,-0.001317657871373612
Run1_20201019,2020-10-19,Run1,source_held_in,44,True,2,modulation_magnitude,-0.5062398910522461,0.0023587628240520075
Run1_20201019,2020-10-19,Run1,source_held_in,44,True,3,baseline_rate,-0.4489162564277649,0.015438524353738714
Run1_20201019,2020-10-19,Run1,source_held_in,45,True,0,m_cos_phi,0.1568092703819275,-0.00026183273242619265
Run1_20201019,2020-10-19,Run1,source_held_in,45,True,1,m_sin_phi,-0.11507299542427063,-0.001021078993604707
Run1_20201019,2020-10-19,Run1,source_held_in,45,True,2,modulation_magnitude,-0.5180680155754089,0.001054113321639516
Run1_20201019,2020-10-19,Run1,source_held_in,45,True,3,baseline_rate,-0.4762408435344696,0.007692561299283973
Run1_20201019,2020-10-19,Run1,source_held_in,46,True,0,m_cos_phi,0.2406434863805771,0.006380516730960517
Run1_20201019,2020-10-19,Run1,source_held_in,46,True,1,m_sin_phi,-0.0331377312541008,0.006759058154996667
Run1_20201019,2020-10-19,Run1,source_held_in,46,True,2,modulation_magnitude,-0.44335561990737915,0.009294937100714495
Run1_20201019,2020-10-19,Run1,source_held_in,46,True,3,baseline_rate,-0.48334139585494995,0.005679699559566487
Run1_20201019,2020-10-19,Run1,source_held_in,47,True,0,m_cos_phi,0.30340105295181274,0.011352921895990242
Run1_20201019,2020-10-19,Run1,source_held_in,47,True,1,m_sin_phi,-0.09397666156291962,0.0009821167297057176
Run1_20201019,2020-10-19,Run1,source_held_in,47,True,2,modulation_magnitude,-0.4243132472038269,0.011395322671038155
Run1_20201019,2020-10-19,Run1,source_held_in,47,True,3,baseline_rate,-0.48217150568962097,0.006011339557017159
Run1_20201019,2020-10-19,Run1,source_held_in,48,True,0,m_cos_phi,0.06536567211151123,-0.007507088487086477
Run1_20201019,2020-10-19,Run1,source_held_in,48,True,1,m_sin_phi,-0.181649848818779,-0.007342863094475183
Run1_20201019,2020-10-19,Run1,source_held_in,48,True,2,modulation_magnitude,-0.432420015335083,0.010501141096613154
Run1_20201019,2020-10-19,Run1,source_held_in,48,True,3,baseline_rate,-0.4608869254589081,0.012045083871353945
Run1_20201019,2020-10-19,Run1,source_held_in,49,True,0,m_cos_phi,0.16025161743164062,1.0911180140737997e-05
Run1_20201019,2020-10-19,Run1,source_held_in,49,True,1,m_sin_phi,-0.11444124579429626,-0.0009610914068853837
Run1_20201019,2020-10-19,Run1,source_held_in,49,True,2,modulation_magnitude,-0.5189107656478882,0.0009611574637125031
Run1_20201019,2020-10-19,Run1,source_held_in,49,True,3,baseline_rate,-0.41465455293655396,0.025151018393968272
Run1_20201019,2020-10-19,Run1,source_held_in,50,True,0,m_cos_phi,-0.060936279594898224,-0.017514239996146652
Run1_20201019,2020-10-19,Run1,source_held_in,50,True,1,m_sin_phi,0.21142001450061798,0.029980961715017296
Run1_20201019,2020-10-19,Run1,source_held_in,50,True,2,modulation_magnitude,-0.21283189952373505,0.034721847047751164
Run1_20201019,2020-10-19,Run1,source_held_in,50,True,3,baseline_rate,0.6424033641815186,0.32480537512554264
Run1_20201019,2020-10-19,Run1,source_held_in,51,True,0,m_cos_phi,0.10884851962327957,-0.004061857140961966
Run1_20201019,2020-10-19,Run1,source_held_in,51,True,1,m_sin_phi,-0.07054093480110168,0.0032074487675131103
Run1_20201019,2020-10-19,Run1,source_held_in,51,True,2,modulation_magnitude,-0.4807024300098419,0.0051755606838146395
Run1_20201019,2020-10-19,Run1,source_held_in,51,True,3,baseline_rate,-0.4946686923503876,0.0024686420669910447
Run1_20201019,2020-10-19,Run1,source_held_in,52,True,0,m_cos_phi,0.7968736886978149,0.050451727296595195
Run1_20201019,2020-10-19,Run1,source_held_in,52,True,1,m_sin_phi,-0.16648487746715546,-0.00590287802619982
Run1_20201019,2020-10-19,Run1,source_held_in,52,True,2,modulation_magnitude,-0.06710263341665268,0.05079587587127449
Run1_20201019,2020-10-19,Run1,source_held_in,52,True,3,baseline_rate,-0.19467224180698395,0.08751151621188802
Run1_20201019,2020-10-19,Run1,source_held_in,53,True,0,m_cos_phi,0.18999174237251282,0.002367279646033449
Run1_20201019,2020-10-19,Run1,source_held_in,53,True,1,m_sin_phi,-0.1412217766046524,-0.003504028257423686
Run1_20201019,2020-10-19,Run1,source_held_in,53,True,2,modulation_magnitude,-0.4892864525318146,0.004228737652821168
Run1_20201019,2020-10-19,Run1,source_held_in,53,True,3,baseline_rate,-0.4847608208656311,0.0052773215236836535
Run1_20201019,2020-10-19,Run1,source_held_in,54,True,0,m_cos_phi,0.3766321837902069,0.01715516811292206
Run1_20201019,2020-10-19,Run1,source_held_in,54,True,1,m_sin_phi,-0.14708714187145233,-0.004060972165086829
Run1_20201019,2020-10-19,Run1,source_held_in,54,True,2,modulation_magnitude,-0.3677954375743866,0.017629272277004615
Run1_20201019,2020-10-19,Run1,source_held_in,54,True,3,baseline_rate,-0.4729366600513458,0.008629229915189107
Run1_20201019,2020-10-19,Run1,source_held_in,55,True,0,m_cos_phi,0.19800609350204468,0.003002272414684093
Run1_20201019,2020-10-19,Run1,source_held_in,55,True,1,m_sin_phi,-0.04950606822967529,0.00520480788370925
Run1_20201019,2020-10-19,Run1,source_held_in,55,True,2,modulation_magnitude,-0.47314968705177307,0.006008632936545633
Run1_20201019,2020-10-19,Run1,source_held_in,55,True,3,baseline_rate,-0.481073260307312,0.006322669719953211
Run1_20201019,2020-10-19,Run1,source_held_in,56,True,0,m_cos_phi,0.048955123871564865,-0.00880732843084936
Run1_20201019,2020-10-19,Run1,source_held_in,56,True,1,m_sin_phi,0.01338485348969698,0.011176595505733036
Run1_20201019,2020-10-19,Run1,source_held_in,56,True,2,modulation_magnitude,-0.39861610531806946,0.01422973342728473
Run1_20201019,2020-10-19,Run1,source_held_in,56,True,3,baseline_rate,-0.4795200824737549,0.006762963952716916
Run1_20201019,2020-10-19,Run1,source_held_in,57,True,0,m_cos_phi,0.1444547027349472,-0.0012407093736965802
Run1_20201019,2020-10-19,Run1,source_held_in,57,True,1,m_sin_phi,-0.06126931682229042,0.004087832326352625
Run1_20201019,2020-10-19,Run1,source_held_in,57,True,2,modulation_magnitude,-0.488894522190094,0.0042719678136387
Run1_20201019,2020-10-19,Run1,source_held_in,57,True,3,baseline_rate,-0.4434155225753784,0.01699787019221688
Run1_20201019,2020-10-19,Run1,source_held_in,58,True,0,m_cos_phi,0.20046530663967133,0.0031971206979355404
Run1_20201019,2020-10-19,Run1,source_held_in,58,True,1,m_sin_phi,-0.1334933042526245,-0.0027701736045226966
Run1_20201019,2020-10-19,Run1,source_held_in,58,True,2,modulation_magnitude,-0.48927226662635803,0.004230302367029148
Run1_20201019,2020-10-19,Run1,source_held_in,58,True,3,baseline_rate,-0.47669580578804016,0.007563588781105857
Run1_20201019,2020-10-19,Run1,source_held_in,59,True,0,m_cos_phi,0.2139762043952942,0.004267615643082756
Run1_20201019,2020-10-19,Run1,source_held_in,59,True,1,m_sin_phi,-0.23220723867416382,-0.012143524091103863
