session,date,split,local_row,channel_index
sub-C_ses-CO-20150313,20150313,train,59,68
sub-C_ses-CO-20150313,20150313,train,60,69
sub-C_ses-CO-20150313,20150313,train,61,69
sub-C_ses-CO-20150313,20150313,train,62,70
sub-C_ses-CO-20150313,20150313,train,63,73
sub-C_ses-CO-20150313,20150313,train,64,79
sub-C_ses-CO-20150313,20150313,train,65,80
sub-C_ses-CO-20150313,20150313,train,66,80
sub-C_ses-CO-20150313,20150313,train,67,81
sub-C_ses-CO-20150313,20150313,train,68,82
sub-C_ses-CO-20150313,20150313,train,69,83
sub-C_ses-CO-20150313,20150313,train,70,84
sub-C_ses-CO-20150313,20150313,train,71,84
sub-C_ses-CO-20150313,20150313,train,72,84
sub-C_ses-CO-20150313,20150313,train,73,84
sub-C_ses-CO-20150313,20150313,train,74,86
sub-C_ses-CO-20150313,20150313,train,75,87
sub-C_ses-CO-20150313,20150313,train,76,87
sub-C_ses-CO-20150313,20150313,train,77,87
sub-C_ses-CO-20150313,20150313,train,78,89
sub-C_ses-CO-20150313,20150313,train,79,89
sub-C_ses-CO-20150313,20150313,train,80,90
sub-C_ses-CO-20150313,20150313,train,81,90
sub-C_ses-CO-20150313,20150313,train,82,91
sub-C_ses-CO-20150313,20150313,train,83,91
sub-C_ses-CO-20150313,20150313,train,84,93
sub-C_ses-CO-20150313,20150313,train,85,93
sub-C_ses-CO-20150319,20150319,train,0,1
sub-C_ses-CO-20150319,20150319,train,1,2
sub-C_ses-CO-20150319,20150319,train,2,3
sub-C_ses-CO-20150319,20150319,train,3,3
sub-C_ses-CO-20150319,20150319,train,4,5
sub-C_ses-CO-20150319,20150319,train,5,5
sub-C_ses-CO-20150319,20150319,train,6,6
sub-C_ses-CO-20150319,20150319,train,7,7
sub-C_ses-CO-20150319,20150319,train,8,7
sub-C_ses-CO-20150319,20150319,train,9,7
sub-C_ses-CO-20150319,20150319,train,10,8
sub-C_ses-CO-20150319,20150319,train,11,8
sub-C_ses-CO-20150319,20150319,train,12,14
sub-C_ses-CO-20150319,20150319,train,13,16
sub-C_ses-CO-20150319,20150319,train,14,18
sub-C_ses-CO-20150319,20150319,train,15,19
sub-C_ses-CO-20150319,20150319,train,16,20
sub-C_ses-CO-20150319,20150319,train,17,20
sub-C_ses-CO-20150319,20150319,train,18,23
sub-C_ses-CO-20150319,20150319,train,19,25
sub-C_ses-CO-20150319,20150319,train,20,31
sub-C_ses-CO-20150319,20150319,train,21,31
sub-C_ses-CO-20150319,20150319,train,22,31
sub-C_ses-CO-20150319,20150319,train,23,37
sub-C_ses-CO-20150319,20150319,train,24,37
sub-C_ses-CO-20150319,20150319,train,25,38
sub-C_ses-CO-20150319,20150319,train,26,39
sub-C_ses-CO-20150319,20150319,train,27,39
sub-C_ses-CO-20150319,20150319,train,28,41
sub-C_ses-CO-20150319,20150319,train,29,42
sub-C_ses-CO-20150319,20150319,train,30,43
sub-C_ses-CO-20150319,20150319,train,31,43
sub-C_ses-CO-20150319,20150319,train,32,45
sub-C_ses-CO-20150319,20150319,train,33,45
sub-C_ses-CO-20150319,20150319,train,34,47
sub-C_ses-CO-20150319,20150319,train,35,49
sub-C_ses-CO-20150319,20150319,train,36,49
sub-C_ses-CO-20150319,20150319,train,37,49
sub-C_ses-CO-20150319,20150319,train,38,50
sub-C_ses-CO-20150319,20150319,train,39,50
sub-C_ses-CO-20150319,20150319,train,40,52
sub-C_ses-CO-20150319,20150319,train,41,55
sub-C_ses-CO-20150319,20150319,train,42,55
sub-C_ses-CO-20150319,20150319,train,43,59
sub-C_ses-CO-20150319,20150319,train,44,60
sub-C_ses-CO-20150319,20150319,train,45,62
sub-C_ses-CO-20150319,20150319,train,46,62
sub-C_ses-CO-20150319,20150319,train,47,64
sub-C_ses-CO-20150319,20150319,train,48,64
sub-C_ses-CO-20150319,20150319,train,49,65
sub-C_ses-CO-20150319,20150319,train,50,65
sub-C_ses-CO-20150319,20150319,train,51,66
sub-C_ses-CO-20150319,20150319,train,52,66
sub-C_ses-CO-20150319,20150319,train,53,66
sub-C_ses-CO-20150319,20150319,train,54,69
sub-C_ses-CO-20150319,20150319,train,55,79
sub-C_ses-CO-20150319,20150319,train,56,80
sub-C_ses-CO-20150319,20150319,train,57,80
sub-C_ses-CO-20150319,20150319,train,58,82
sub-C_ses-CO-20150319,20150319,train,59,84
sub-C_ses-CO-20150319,20150319,train,60,84
sub-C_ses-CO-20150319,20150319,train,61,84
sub-C_ses-CO-20150319,20150319,train,62,87
sub-C_ses-CO-20150319,20150319,train,63,87
sub-C_ses-CO-20150319,20150319,train,64,89
sub-C_ses-CO-20150319,20150319,train,65,89
sub-C_ses-CO-20150319,20150319,train,66,89
sub-C_ses-CO-20150319,20150319,train,67,90
sub-C_ses-CO-20150319,20150319,train,68,90
sub-C_ses-CO-20150319,20150319,train,69,91
sub-C_ses-CO-20150319,20150319,train,70,91
sub-C_ses-CO-20150319,20150319,train,71,91
sub-C_ses-CO-20150629,20150629,train,0,0
sub-C_ses-CO-20150629,20150629,train,1,1
sub-C_ses-CO-20150629,20150629,train,2,1
sub-C_ses-CO-20150629,20150629,train,3,3
sub-C_ses-CO-20150629,20150629,train,4,5
sub-C_ses-CO-20150629,20150629,train,5,6
sub-C_ses-CO-20150629,20150629,train,6,7
sub-C_ses-CO-20150629,20150629,train,7,7
sub-C_ses-CO-20150629,20150629,train,8,7
sub-C_ses-CO-20150629,20150629,train,9,7
sub-C_ses-CO-20150629,20150629,train,10,8
sub-C_ses-CO-20150629,20150629,train,11,9
sub-C_ses-CO-20150629,20150629,train,12,14
sub-C_ses-CO-20150629,20150629,train,13,16
sub-C_ses-CO-20150629,20150629,train,14,18
sub-C_ses-CO-20150629,20150629,train,15,19
sub-C_ses-CO-20150629,20150629,train,16,20
sub-C_ses-CO-20150629,20150629,train,17,20
sub-C_ses-CO-20150629,20150629,train,18,20
sub-C_ses-CO-20150629,20150629,train,19,22
sub-C_ses-CO-20150629,20150629,train,20,23
sub-C_ses-CO-20150629,20150629,train,21,24
sub-C_ses-CO-20150629,20150629,train,22,27
sub-C_ses-CO-20150629,20150629,train,23,31
sub-C_ses-CO-20150629,20150629,train,24,31
sub-C_ses-CO-20150629,20150629,train,25,31
sub-C_ses-CO-20150629,20150629,train,26,35
sub-C_ses-CO-20150629,20150629,train,27,37
sub-C_ses-CO-20150629,20150629,train,28,39
sub-C_ses-CO-20150629,20150629,train,29,43
sub-C_ses-CO-20150629,20150629,train,30,43
sub-C_ses-CO-20150629,20150629,train,31,45
sub-C_ses-CO-20150629,20150629,train,32,45
sub-C_ses-CO-20150629,20150629,train,33,49
sub-C_ses-CO-20150629,20150629,train,34,49
sub-C_ses-CO-20150629,20150629,train,35,49
sub-C_ses-CO-20150629,20150629,train,36,50
sub-C_ses-CO-20150629,20150629,train,37,51
sub-C_ses-CO-20150629,20150629,train,38,51
sub-C_ses-CO-20150629,20150629,train,39,52
sub-C_ses-CO-20150629,20150629,train,40,55
sub-C_ses-CO-20150629,20150629,train,41,55
sub-C_ses-CO-20150629,20150629,train,42,61
sub-C_ses-CO-20150629,20150629,train,43,64
sub-C_ses-CO-20150629,20150629,train,44,65
sub-C_ses-CO-20150629,20150629,train,45,66
sub-C_ses-CO-20150629,20150629,train,46,66
sub-C_ses-CO-20150629,20150629,train,47,68
sub-C_ses-CO-20150629,20150629,train,48,69
sub-C_ses-CO-20150630,20150630,train,0,0
sub-C_ses-CO-20150630,20150630,train,1,1
sub-C_ses-CO-20150630,20150630,train,2,1
sub-C_ses-CO-20150630,20150630,train,3,3
sub-C_ses-CO-20150630,20150630,train,4,3
sub-C_ses-CO-20150630,20150630,train,5,5
sub-C_ses-CO-20150630,20150630,train,6,7
sub-C_ses-CO-20150630,20150630,train,7,7
sub-C_ses-CO-20150630,20150630,train,8,7
sub-C_ses-CO-20150630,20150630,train,9,8
sub-C_ses-CO-20150630,20150630,train,10,9
sub-C_ses-CO-20150630,20150630,train,11,14
sub-C_ses-CO-20150630,20150630,train,12,14
sub-C_ses-CO-20150630,20150630,train,13,16
sub-C_ses-CO-20150630,20150630,train,14,18
sub-C_ses-CO-20150630,20150630,train,15,18
sub-C_ses-CO-20150630,20150630,train,16,19
sub-C_ses-CO-20150630,20150630,train,17,20
sub-C_ses-CO-20150630,20150630,train,18,20
sub-C_ses-CO-20150630,20150630,train,19,20
sub-C_ses-CO-20150630,20150630,train,20,23
sub-C_ses-CO-20150630,20150630,train,21,23
sub-C_ses-CO-20150630,20150630,train,22,24
sub-C_ses-CO-20150630,20150630,train,23,27
sub-C_ses-CO-20150630,20150630,train,24,27
sub-C_ses-CO-20150630,20150630,train,25,31
sub-C_ses-CO-20150630,20150630,train,26,31
sub-C_ses-CO-20150630,20150630,train,27,31
sub-C_ses-CO-20150630,20150630,train,28,37
sub-C_ses-CO-20150630,20150630,train,29,39
sub-C_ses-CO-20150630,20150630,train,30,43
sub-C_ses-CO-20150630,20150630,train,31,45
sub-C_ses-CO-20150630,20150630,train,32,49
sub-C_ses-CO-20150630,20150630,train,33,49
sub-C_ses-CO-20150630,20150630,train,34,50
sub-C_ses-CO-20150630,20150630,train,35,51
sub-C_ses-CO-20150630,20150630,train,36,52
sub-C_ses-CO-20150630,20150630,train,37,55
sub-C_ses-CO-20150630,20150630,train,38,57
sub-C_ses-CO-20150630,20150630,train,39,64
sub-C_ses-CO-20150630,20150630,train,40,65
sub-C_ses-CO-20150630,20150630,train,41,66
sub-C_ses-CO-20150630,20150630,train,42,66
sub-C_ses-CO-20150630,20150630,train,43,69
sub-C_ses-CO-20150701,20150701,train,0,0
sub-C_ses-CO-20150701,20150701,train,1,1
sub-C_ses-CO-20150701,20150701,train,2,1
sub-C_ses-CO-20150701,20150701,train,3,3
sub-C_ses-CO-20150701,20150701,train,4,5
sub-C_ses-CO-20150701,20150701,train,5,6
sub-C_ses-CO-20150701,20150701,train,6,7
sub-C_ses-CO-20150701,20150701,train,7,7
sub-C_ses-CO-20150701,20150701,train,8,7
sub-C_ses-CO-20150701,20150701,train,9,8
sub-C_ses-CO-20150701,20150701,train,10,9
sub-C_ses-CO-20150701,20150701,train,11,14
sub-C_ses-CO-20150701,20150701,train,12,16
sub-C_ses-CO-20150701,20150701,train,13,18
sub-C_ses-CO-20150701,20150701,train,14,20
sub-C_ses-CO-20150701,20150701,train,15,20
sub-C_ses-CO-20150701,20150701,train,16,20
sub-C_ses-CO-20150701,20150701,train,17,23
sub-C_ses-CO-20150701,20150701,train,18,23
sub-C_ses-CO-20150701,20150701,train,19,24
sub-C_ses-CO-20150701,20150701,train,20,27
sub-C_ses-CO-20150701,20150701,train,21,31
sub-C_ses-CO-20150701,20150701,train,22,31
sub-C_ses-CO-20150701,20150701,train,23,31
sub-C_ses-CO-20150701,20150701,train,24,35
sub-C_ses-CO-20150701,20150701,train,25,37
sub-C_ses-CO-20150701,20150701,train,26,39
sub-C_ses-CO-20150701,20150701,train,27,42
sub-C_ses-CO-20150701,20150701,train,28,43
sub-C_ses-CO-20150701,20150701,train,29,43
sub-C_ses-CO-20150701,20150701,train,30,45
sub-C_ses-CO-20150701,20150701,train,31,45
sub-C_ses-CO-20150701,20150701,train,32,49
sub-C_ses-CO-20150701,20150701,train,33,49
sub-C_ses-CO-20150701,20150701,train,34,49
sub-C_ses-CO-20150701,20150701,train,35,50
sub-C_ses-CO-20150701,20150701,train,36,51
sub-C_ses-CO-20150701,20150701,train,37,51
sub-C_ses-CO-20150701,20150701,train,38,51
sub-C_ses-CO-20150701,20150701,train,39,52
sub-C_ses-CO-20150701,20150701,train,40,53
sub-C_ses-CO-20150701,20150701,train,41,55
sub-C_ses-CO-20150701,20150701,train,42,55
sub-C_ses-CO-20150701,20150701,train,43,61
sub-C_ses-CO-20150701,20150701,train,44,64
sub-C_ses-CO-20150701,20150701,train,45,65
sub-C_ses-CO-20150701,20150701,train,46,66
sub-C_ses-CO-20150701,20150701,train,47,66
sub-C_ses-CO-20150701,20150701,train,48,69
sub-C_ses-CO-20150703,20150703,train,0,0
sub-C_ses-CO-20150703,20150703,train,1,1
sub-C_ses-CO-20150703,20150703,train,2,1
sub-C_ses-CO-20150703,20150703,train,3,3
sub-C_ses-CO-20150703,20150703,train,4,3
